event_id,active_year,date_prec,time_unique_id,date_start,date_end
415373,1,1,607,29.08.2014,29.08.2014
415374,1,1,608,29.08.2014,29.08.2014
415375,1,1,609,29.08.2014,29.08.2014
415377,1,1,610,29.08.2014,29.08.2014
415378,1,1,611,29.08.2014,29.08.2014
417582,1,1,612,29.08.2014,29.08.2014
416800,1,2,613,29.08.2014,31.08.2014
429192,1,1,614,29.08.2014,29.08.2014
416758,1,1,615,30.08.2014,30.08.2014
416759,1,1,616,30.08.2014,30.08.2014
416776,1,1,617,31.08.2014,31.08.2014
416777,1,1,618,31.08.2014,31.08.2014
416798,1,1,619,31.08.2014,31.08.2014
416817,1,1,620,31.08.2014,31.08.2014
416818,1,1,621,31.08.2014,31.08.2014
416808,1,1,622,31.08.2014,31.08.2014
416809,1,1,623,31.08.2014,31.08.2014
416811,1,1,624,31.08.2014,31.08.2014
417030,1,2,625,31.08.2014,2.09.2014
417165,1,1,626,31.08.2014,31.08.2014
417011,1,1,627,1.09.2014,1.09.2014
417013,1,1,628,1.09.2014,1.09.2014
417008,1,1,629,1.09.2014,1.09.2014
155250,1,2,630,2.09.2014,3.09.2014
155251,1,2,631,2.09.2014,3.09.2014
417107,1,1,632,3.09.2014,3.09.2014
417433,1,1,633,3.09.2014,3.09.2014
417554,1,1,634,3.09.2014,3.09.2014
417141,1,1,635,3.09.2014,3.09.2014
417142,1,1,636,3.09.2014,3.09.2014
417143,1,1,637,4.09.2014,4.09.2014
417146,1,1,638,4.09.2014,4.09.2014
417147,1,1,639,4.09.2014,4.09.2014
417157,1,1,640,4.09.2014,4.09.2014
155253,1,1,641,4.09.2014,4.09.2014
155255,1,2,642,4.09.2014,5.09.2014
417158,1,1,643,5.09.2014,5.09.2014
417159,1,1,644,5.09.2014,5.09.2014
417163,1,1,645,5.09.2014,5.09.2014
417400,1,1,646,5.09.2014,5.09.2014
417290,1,1,647,5.09.2014,5.09.2014
155259,1,1,648,6.09.2014,6.09.2014
417406,1,1,649,7.09.2014,7.09.2014
417409,1,1,650,8.09.2014,8.09.2014
417426,1,2,651,9.09.2014,11.09.2014
417429,1,1,652,12.09.2014,12.09.2014
417442,1,1,653,13.09.2014,13.09.2014
417449,1,1,654,14.09.2014,14.09.2014
417522,1,1,655,14.09.2014,14.09.2014
417523,1,1,656,14.09.2014,14.09.2014
417524,1,1,657,14.09.2014,14.09.2014
417525,1,1,658,14.09.2014,14.09.2014
417526,1,1,659,14.09.2014,14.09.2014
417527,1,1,660,14.09.2014,14.09.2014
155267,1,1,661,14.09.2014,14.09.2014
417528,1,1,662,15.09.2014,15.09.2014
417534,1,1,663,15.09.2014,15.09.2014
153151,1,1,664,4.05.2014,4.05.2014
155081,1,5,665,4.05.2014,17.08.2014
154701,1,5,666,5.05.2014,31.07.2014
400194,1,1,667,22.05.2014,22.05.2014
154042,1,1,668,22.05.2014,22.05.2014
154048,1,1,669,25.05.2014,25.05.2014
154063,1,1,670,2.06.2014,2.06.2014
154065,1,2,671,3.06.2014,4.06.2014
407071,1,1,672,9.06.2014,9.06.2014
407132,1,2,673,10.06.2014,12.06.2014
407130,1,1,674,14.06.2014,14.06.2014
154073,1,1,675,14.06.2014,14.06.2014
154161,1,1,676,17.06.2014,17.06.2014
426046,1,1,677,17.06.2014,17.06.2014
407162,1,1,678,17.06.2014,17.06.2014
407168,1,1,679,17.06.2014,17.06.2014
407197,1,1,680,28.06.2014,28.06.2014
407198,1,1,681,28.06.2014,28.06.2014
407311,1,1,682,1.07.2014,1.07.2014
418935,1,4,683,1.07.2014,31.07.2014
407328,1,1,684,2.07.2014,2.07.2014
407339,1,1,685,2.07.2014,2.07.2014
154674,1,1,686,2.07.2014,2.07.2014
407372,1,1,687,3.07.2014,3.07.2014
407376,1,1,688,3.07.2014,3.07.2014
407406,1,1,689,4.07.2014,4.07.2014
154414,1,1,690,4.07.2014,4.07.2014
407411,1,1,691,7.07.2014,7.07.2014
407412,1,1,692,7.07.2014,7.07.2014
407415,1,1,693,8.07.2014,8.07.2014
407416,1,1,694,8.07.2014,8.07.2014
154655,1,2,695,8.07.2014,10.07.2014
154637,1,1,696,9.07.2014,9.07.2014
154641,1,1,697,10.07.2014,10.07.2014
154654,1,1,698,11.07.2014,11.07.2014
154669,1,2,699,11.07.2014,12.07.2014
154661,1,1,700,11.07.2014,11.07.2014
407508,1,1,701,11.07.2014,11.07.2014
407454,1,1,702,11.07.2014,11.07.2014
407456,1,1,703,11.07.2014,11.07.2014
407457,1,1,704,11.07.2014,11.07.2014
407530,1,1,705,12.07.2014,12.07.2014
407531,1,1,706,12.07.2014,12.07.2014
154662,1,1,707,12.07.2014,12.07.2014
154665,1,1,708,12.07.2014,12.07.2014
154672,1,1,709,13.07.2014,13.07.2014
407562,1,1,710,13.07.2014,13.07.2014
407568,1,1,711,13.07.2014,13.07.2014
407580,1,1,712,13.07.2014,13.07.2014
420128,1,5,713,13.07.2014,31.08.2014
407611,1,1,714,14.07.2014,14.07.2014
154677,1,1,715,14.07.2014,14.07.2014
407697,1,1,716,15.07.2014,15.07.2014
407699,1,1,717,15.07.2014,15.07.2014
407714,1,1,718,16.07.2014,16.07.2014
407721,1,1,719,17.07.2014,17.07.2014
407738,1,1,720,18.07.2014,18.07.2014
407743,1,1,721,19.07.2014,19.07.2014
407747,1,1,722,19.07.2014,19.07.2014
407749,1,1,723,19.07.2014,19.07.2014
407755,1,1,724,20.07.2014,20.07.2014
407761,1,1,725,20.07.2014,20.07.2014
407762,1,1,726,20.07.2014,20.07.2014
414811,1,1,727,20.07.2014,20.07.2014
154687,1,2,728,20.07.2014,22.07.2014
407763,1,1,729,21.07.2014,21.07.2014
407767,1,1,730,21.07.2014,21.07.2014
408140,1,1,731,22.07.2014,22.07.2014
408091,1,1,732,22.07.2014,22.07.2014
155073,1,4,733,22.07.2014,17.08.2014
154689,1,1,734,23.07.2014,23.07.2014
408178,1,1,735,24.07.2014,24.07.2014
408176,1,1,736,24.07.2014,24.07.2014
408173,1,1,737,24.07.2014,24.07.2014
408180,1,1,738,25.07.2014,25.07.2014
408181,1,1,739,25.07.2014,25.07.2014
408249,1,1,740,26.07.2014,26.07.2014
408230,1,1,741,26.07.2014,26.07.2014
408279,1,1,742,27.07.2014,27.07.2014
408272,1,1,743,27.07.2014,27.07.2014
408287,1,1,744,28.07.2014,28.07.2014
408289,1,1,745,28.07.2014,28.07.2014
154695,1,1,746,28.07.2014,28.07.2014
408307,1,1,747,29.07.2014,29.07.2014
408317,1,1,748,29.07.2014,29.07.2014
408319,1,1,749,30.07.2014,30.07.2014
408330,1,1,750,30.07.2014,30.07.2014
408327,1,1,751,30.07.2014,30.07.2014
408337,1,1,752,30.07.2014,30.07.2014
154700,1,2,753,30.07.2014,31.07.2014
154704,1,2,754,31.07.2014,1.08.2014
408403,1,1,755,31.07.2014,31.07.2014
408463,1,1,756,2.08.2014,2.08.2014
154706,1,2,757,2.08.2014,3.08.2014
154733,1,1,758,2.08.2014,2.08.2014
408477,1,1,759,3.08.2014,3.08.2014
408479,1,1,760,3.08.2014,3.08.2014
408481,1,1,761,3.08.2014,3.08.2014
408508,1,1,762,4.08.2014,4.08.2014
410621,1,1,763,4.08.2014,4.08.2014
410630,1,1,764,6.08.2014,6.08.2014
410254,1,1,765,6.08.2014,6.08.2014
410262,1,1,766,6.08.2014,6.08.2014
410267,1,1,767,6.08.2014,6.08.2014
410611,1,1,768,6.08.2014,6.08.2014
410667,1,1,769,6.08.2014,6.08.2014
410728,1,1,770,7.08.2014,7.08.2014
410678,1,1,771,7.08.2014,7.08.2014
410720,1,1,772,8.08.2014,8.08.2014
410756,1,1,773,8.08.2014,8.08.2014
410886,1,1,774,9.08.2014,9.08.2014
410891,1,1,775,9.08.2014,9.08.2014
410931,1,1,776,9.08.2014,9.08.2014
410975,1,1,777,10.08.2014,10.08.2014
410991,1,1,778,10.08.2014,10.08.2014
410994,1,1,779,10.08.2014,10.08.2014
411111,1,1,780,12.08.2014,12.08.2014
411133,1,1,781,13.08.2014,13.08.2014
411134,1,1,782,13.08.2014,13.08.2014
411202,1,1,783,13.08.2014,13.08.2014
414899,1,1,784,14.08.2014,14.08.2014
414903,1,1,785,14.08.2014,14.08.2014
414905,1,1,786,14.08.2014,14.08.2014
414907,1,1,787,14.08.2014,14.08.2014
414908,1,1,788,14.08.2014,14.08.2014
414909,1,1,789,14.08.2014,14.08.2014
414910,1,1,790,14.08.2014,14.08.2014
414911,1,1,791,14.08.2014,14.08.2014
414933,1,1,792,14.08.2014,14.08.2014
415323,1,1,793,14.08.2014,14.08.2014
414936,1,1,794,15.08.2014,15.08.2014
414937,1,1,795,15.08.2014,15.08.2014
414938,1,1,796,15.08.2014,15.08.2014
414940,1,1,797,16.08.2014,16.08.2014
414994,1,1,798,16.08.2014,16.08.2014
414995,1,1,799,16.08.2014,16.08.2014
414999,1,1,800,16.08.2014,16.08.2014
415001,1,1,801,16.08.2014,16.08.2014
415003,1,1,802,16.08.2014,16.08.2014
415021,1,1,803,16.08.2014,16.08.2014
415027,1,1,804,16.08.2014,16.08.2014
415029,1,1,805,16.08.2014,16.08.2014
415031,1,1,806,16.08.2014,16.08.2014
415033,1,1,807,16.08.2014,16.08.2014
415048,1,1,808,17.08.2014,17.08.2014
415049,1,1,809,17.08.2014,17.08.2014
415063,1,1,810,17.08.2014,17.08.2014
415064,1,1,811,17.08.2014,17.08.2014
415065,1,1,812,17.08.2014,17.08.2014
415105,1,1,813,18.08.2014,18.08.2014
415097,1,1,814,18.08.2014,18.08.2014
155061,1,1,815,18.08.2014,18.08.2014
415129,1,1,816,19.08.2014,19.08.2014
417410,1,1,817,19.08.2014,19.08.2014
415136,1,1,818,20.08.2014,20.08.2014
415137,1,1,819,20.08.2014,20.08.2014
415138,1,1,820,20.08.2014,20.08.2014
415139,1,1,821,20.08.2014,20.08.2014
415140,1,1,822,20.08.2014,20.08.2014
415154,1,1,823,20.08.2014,20.08.2014
155097,1,2,824,20.08.2014,21.08.2014
415161,1,1,825,21.08.2014,21.08.2014
415178,1,1,826,21.08.2014,21.08.2014
415176,1,1,827,21.08.2014,21.08.2014
415198,1,1,828,22.08.2014,22.08.2014
415200,1,1,829,22.08.2014,22.08.2014
415201,1,1,830,22.08.2014,22.08.2014
415202,1,1,831,22.08.2014,22.08.2014
415213,1,1,832,23.08.2014,23.08.2014
415214,1,1,833,23.08.2014,23.08.2014
415209,1,1,834,23.08.2014,23.08.2014
415204,1,1,835,23.08.2014,23.08.2014
415205,1,1,836,23.08.2014,23.08.2014
415220,1,1,837,24.08.2014,24.08.2014
415221,1,1,838,24.08.2014,24.08.2014
415223,1,1,839,24.08.2014,24.08.2014
415226,1,1,840,24.08.2014,24.08.2014
417648,1,1,841,24.08.2014,24.08.2014
415251,1,1,842,25.08.2014,25.08.2014
155102,1,1,843,25.08.2014,25.08.2014
415328,1,1,844,26.08.2014,26.08.2014
415329,1,1,845,26.08.2014,26.08.2014
415330,1,1,846,26.08.2014,26.08.2014
415281,1,1,847,26.08.2014,26.08.2014
415284,1,1,848,26.08.2014,26.08.2014
415285,1,1,849,26.08.2014,26.08.2014
415286,1,1,850,26.08.2014,26.08.2014
415287,1,1,851,26.08.2014,26.08.2014
415288,1,1,852,26.08.2014,26.08.2014
415289,1,1,853,26.08.2014,26.08.2014
415291,1,1,854,26.08.2014,26.08.2014
429135,1,1,855,26.08.2014,26.08.2014
416752,1,2,856,28.08.2014,30.08.2014
415336,1,1,857,28.08.2014,28.08.2014
415337,1,1,858,28.08.2014,28.08.2014
415338,1,1,859,28.08.2014,28.08.2014
415339,1,1,860,28.08.2014,28.08.2014
415587,1,1,861,29.08.2014,29.08.2014
416741,1,1,862,30.08.2014,30.08.2014
416750,1,1,863,30.08.2014,30.08.2014
416761,1,1,864,31.08.2014,31.08.2014
416762,1,1,865,31.08.2014,31.08.2014
416763,1,1,866,31.08.2014,31.08.2014
416764,1,1,867,31.08.2014,31.08.2014
416767,1,1,868,31.08.2014,31.08.2014
416768,1,1,869,31.08.2014,31.08.2014
416772,1,1,870,31.08.2014,31.08.2014
416773,1,1,871,31.08.2014,31.08.2014
416774,1,1,872,31.08.2014,31.08.2014
416775,1,1,873,31.08.2014,31.08.2014
416797,1,1,874,31.08.2014,31.08.2014
416813,1,1,875,31.08.2014,31.08.2014
416816,1,1,876,31.08.2014,31.08.2014
417404,1,1,877,31.08.2014,31.08.2014
418374,1,1,878,31.08.2014,31.08.2014
417009,1,1,879,1.09.2014,1.09.2014
416999,1,1,880,1.09.2014,1.09.2014
417004,1,1,881,1.09.2014,1.09.2014
417005,1,1,882,1.09.2014,1.09.2014
417006,1,1,883,1.09.2014,1.09.2014
417007,1,1,884,1.09.2014,1.09.2014
417023,1,1,885,2.09.2014,2.09.2014
417029,1,1,886,2.09.2014,2.09.2014
417032,1,1,887,3.09.2014,3.09.2014
417034,1,1,888,3.09.2014,3.09.2014
417038,1,1,889,3.09.2014,3.09.2014
417039,1,1,890,3.09.2014,3.09.2014
417044,1,1,891,3.09.2014,3.09.2014
417045,1,1,892,3.09.2014,3.09.2014
417048,1,1,893,3.09.2014,3.09.2014
417049,1,1,894,3.09.2014,3.09.2014
417053,1,1,895,3.09.2014,3.09.2014
417070,1,1,896,3.09.2014,3.09.2014
417071,1,1,897,3.09.2014,3.09.2014
417072,1,1,898,3.09.2014,3.09.2014
417073,1,1,899,3.09.2014,3.09.2014
417074,1,1,900,3.09.2014,3.09.2014
417103,1,1,901,3.09.2014,3.09.2014
417104,1,1,902,3.09.2014,3.09.2014
417105,1,1,903,3.09.2014,3.09.2014
417108,1,1,904,3.09.2014,3.09.2014
417423,1,1,905,3.09.2014,3.09.2014
417164,1,1,906,4.09.2014,4.09.2014
417408,1,1,907,4.09.2014,4.09.2014
417148,1,1,908,4.09.2014,4.09.2014
417149,1,1,909,4.09.2014,4.09.2014
417150,1,1,910,4.09.2014,4.09.2014
417153,1,1,911,4.09.2014,4.09.2014
417154,1,1,912,4.09.2014,4.09.2014
417166,1,1,913,5.09.2014,5.09.2014
417224,1,1,914,5.09.2014,5.09.2014
417225,1,1,915,5.09.2014,5.09.2014
417226,1,1,916,5.09.2014,5.09.2014
417227,1,1,917,5.09.2014,5.09.2014
417228,1,1,918,5.09.2014,5.09.2014
417231,1,1,919,5.09.2014,5.09.2014
417233,1,1,920,5.09.2014,5.09.2014
417234,1,1,921,5.09.2014,5.09.2014
417235,1,1,922,5.09.2014,5.09.2014
417236,1,1,923,5.09.2014,5.09.2014
417237,1,1,924,5.09.2014,5.09.2014
417239,1,1,925,5.09.2014,5.09.2014
417240,1,1,926,5.09.2014,5.09.2014
417254,1,1,927,5.09.2014,5.09.2014
417255,1,1,928,5.09.2014,5.09.2014
417258,1,1,929,5.09.2014,5.09.2014
417259,1,1,930,5.09.2014,5.09.2014
417261,1,1,931,5.09.2014,5.09.2014
417262,1,1,932,5.09.2014,5.09.2014
417265,1,1,933,5.09.2014,5.09.2014
417266,1,1,934,5.09.2014,5.09.2014
417273,1,1,935,5.09.2014,5.09.2014
417277,1,1,936,5.09.2014,5.09.2014
417278,1,1,937,5.09.2014,5.09.2014
417280,1,1,938,5.09.2014,5.09.2014
417281,1,1,939,5.09.2014,5.09.2014
417309,1,1,940,5.09.2014,5.09.2014
417401,1,1,941,6.09.2014,6.09.2014
417402,1,1,942,6.09.2014,6.09.2014
417403,1,1,943,6.09.2014,6.09.2014
417405,1,1,944,7.09.2014,7.09.2014
417407,1,1,945,7.09.2014,7.09.2014
417412,1,1,946,9.09.2014,9.09.2014
417413,1,1,947,9.09.2014,9.09.2014
417419,1,1,948,10.09.2014,10.09.2014
417431,1,1,949,12.09.2014,12.09.2014
417520,1,2,950,12.09.2014,14.09.2014
417521,1,1,951,14.09.2014,14.09.2014
417519,1,1,952,14.09.2014,14.09.2014
417445,1,1,953,14.09.2014,14.09.2014
417447,1,1,954,14.09.2014,14.09.2014
417536,1,1,955,15.09.2014,15.09.2014
421059,1,1,956,17.10.2014,17.10.2014
420093,0,1,957,9.01.2015,9.01.2015
155269,1,1,958,16.09.2014,16.09.2014
155270,1,1,959,16.09.2014,16.09.2014
155272,1,1,960,16.09.2014,16.09.2014
417538,1,1,961,16.09.2014,16.09.2014
156948,1,4,962,17.09.2014,25.09.2014
155274,1,1,963,17.09.2014,17.09.2014
155275,1,1,964,17.09.2014,17.09.2014
155276,1,1,965,18.09.2014,18.09.2014
155277,1,2,966,18.09.2014,19.09.2014
155278,1,2,967,18.09.2014,19.09.2014
417540,1,1,968,18.09.2014,18.09.2014
417541,1,1,969,18.09.2014,18.09.2014
417542,1,1,970,18.09.2014,18.09.2014
417555,1,1,971,18.09.2014,18.09.2014
417545,1,1,972,18.09.2014,18.09.2014
417547,1,1,973,18.09.2014,18.09.2014
417551,1,1,974,18.09.2014,18.09.2014
417552,1,1,975,18.09.2014,18.09.2014
417570,1,1,976,20.09.2014,20.09.2014
417572,1,1,977,20.09.2014,20.09.2014
417581,1,1,978,20.09.2014,20.09.2014
417583,1,1,979,20.09.2014,20.09.2014
417629,1,2,980,20.09.2014,22.09.2014
417635,1,2,981,21.09.2014,23.09.2014
417592,1,1,982,21.09.2014,21.09.2014
417593,1,1,983,21.09.2014,21.09.2014
417632,1,1,984,22.09.2014,22.09.2014
417633,1,1,985,22.09.2014,22.09.2014
417630,1,1,986,22.09.2014,22.09.2014
417634,1,1,987,23.09.2014,23.09.2014
417636,1,1,988,24.09.2014,24.09.2014
417637,1,1,989,24.09.2014,24.09.2014
417638,1,1,990,25.09.2014,25.09.2014
417639,1,1,991,25.09.2014,25.09.2014
417649,1,1,992,25.09.2014,25.09.2014
417640,1,1,993,26.09.2014,26.09.2014
417641,1,1,994,26.09.2014,26.09.2014
417642,1,1,995,26.09.2014,26.09.2014
417643,1,1,996,26.09.2014,26.09.2014
155282,1,1,997,26.09.2014,26.09.2014
417650,1,1,998,27.09.2014,27.09.2014
417647,1,1,999,27.09.2014,27.09.2014
417651,1,1,1000,28.09.2014,28.09.2014
417652,1,1,1001,28.09.2014,28.09.2014
417654,1,1,1002,28.09.2014,28.09.2014
417659,1,2,1003,28.09.2014,30.09.2014
155284,1,2,1004,28.09.2014,29.09.2014
155285,1,2,1005,28.09.2014,29.09.2014
417657,1,1,1006,30.09.2014,30.09.2014
417761,1,2,1007,30.09.2014,2.10.2014
417663,1,1,1008,1.10.2014,1.10.2014
417664,1,1,1009,1.10.2014,1.10.2014
156953,1,4,1010,1.10.2014,31.10.2014
155287,1,1,1011,1.10.2014,1.10.2014
155288,1,2,1012,1.10.2014,2.10.2014
155289,1,1,1013,2.10.2014,2.10.2014
155292,1,2,1014,2.10.2014,3.10.2014
155293,1,2,1015,2.10.2014,3.10.2014
417762,1,1,1016,2.10.2014,2.10.2014
417763,1,1,1017,2.10.2014,2.10.2014
417764,1,1,1018,2.10.2014,2.10.2014
417765,1,1,1019,2.10.2014,2.10.2014
417767,1,1,1020,3.10.2014,3.10.2014
417768,1,1,1021,3.10.2014,3.10.2014
417769,1,1,1022,4.10.2014,4.10.2014
417800,1,2,1023,4.10.2014,6.10.2014
417777,1,1,1024,4.10.2014,4.10.2014
417779,1,1,1025,4.10.2014,4.10.2014
155297,1,2,1026,4.10.2014,5.10.2014
417780,1,1,1027,5.10.2014,5.10.2014
417782,1,1,1028,5.10.2014,5.10.2014
417783,1,1,1029,6.10.2014,6.10.2014
417784,1,1,1030,6.10.2014,6.10.2014
417798,1,1,1031,6.10.2014,6.10.2014
417802,1,1,1032,6.10.2014,6.10.2014
417803,1,1,1033,6.10.2014,6.10.2014
417804,1,1,1034,6.10.2014,6.10.2014
417806,1,1,1035,6.10.2014,6.10.2014
155337,1,2,1036,6.10.2014,7.10.2014
155340,1,2,1037,6.10.2014,7.10.2014
155317,1,1,1038,6.10.2014,6.10.2014
155335,1,1,1039,7.10.2014,7.10.2014
155329,1,1,1040,7.10.2014,7.10.2014
155332,1,1,1041,7.10.2014,7.10.2014
417814,1,1,1042,7.10.2014,7.10.2014
417815,1,1,1043,7.10.2014,7.10.2014
417816,1,1,1044,8.10.2014,8.10.2014
155349,1,1,1045,8.10.2014,8.10.2014
155351,1,1,1046,8.10.2014,8.10.2014
155352,1,1,1047,9.10.2014,9.10.2014
155358,1,1,1048,9.10.2014,9.10.2014
417864,1,1,1049,9.10.2014,9.10.2014
417866,1,1,1050,10.10.2014,10.10.2014
417869,1,1,1051,10.10.2014,10.10.2014
155361,1,2,1052,10.10.2014,11.10.2014
155362,1,2,1053,10.10.2014,11.10.2014
155355,1,1,1054,10.10.2014,10.10.2014
417896,1,1,1055,11.10.2014,11.10.2014
417897,1,1,1056,12.10.2014,12.10.2014
417898,1,1,1057,12.10.2014,12.10.2014
417900,1,1,1058,13.10.2014,13.10.2014
417902,1,1,1059,13.10.2014,13.10.2014
155365,1,1,1060,13.10.2014,13.10.2014
155366,1,1,1061,13.10.2014,13.10.2014
155369,1,1,1062,14.10.2014,14.10.2014
417905,1,1,1063,14.10.2014,14.10.2014
417906,1,1,1064,15.10.2014,15.10.2014
417914,1,1,1065,15.10.2014,15.10.2014
417915,1,1,1066,15.10.2014,15.10.2014
417916,1,1,1067,15.10.2014,15.10.2014
417953,1,1,1068,15.10.2014,15.10.2014
417917,1,1,1069,16.10.2014,16.10.2014
417918,1,1,1070,16.10.2014,16.10.2014
417920,1,1,1071,16.10.2014,16.10.2014
417922,1,1,1072,16.10.2014,16.10.2014
417952,1,1,1073,17.10.2014,17.10.2014
155373,1,2,1074,17.10.2014,18.10.2014
155374,1,2,1075,17.10.2014,18.10.2014
155375,1,2,1076,18.10.2014,19.10.2014
417954,1,1,1077,18.10.2014,18.10.2014
417960,1,1,1078,18.10.2014,18.10.2014
417963,1,1,1079,18.10.2014,18.10.2014
417967,1,1,1080,18.10.2014,18.10.2014
417972,1,1,1081,19.10.2014,19.10.2014
417975,1,1,1082,19.10.2014,19.10.2014
418081,1,1,1083,19.10.2014,19.10.2014
418077,1,1,1084,19.10.2014,19.10.2014
418079,1,1,1085,19.10.2014,19.10.2014
418075,1,1,1086,19.10.2014,19.10.2014
418086,1,1,1087,19.10.2014,19.10.2014
418089,1,1,1088,19.10.2014,19.10.2014
155377,1,2,1089,19.10.2014,20.10.2014
418094,1,1,1090,20.10.2014,20.10.2014
418097,1,1,1091,20.10.2014,20.10.2014
418098,1,1,1092,20.10.2014,20.10.2014
155378,1,2,1093,21.10.2014,22.10.2014
418108,1,1,1094,22.10.2014,22.10.2014
418109,1,1,1095,22.10.2014,22.10.2014
418113,1,1,1096,23.10.2014,23.10.2014
418121,1,1,1097,26.10.2014,26.10.2014
155409,1,2,1098,26.10.2014,27.10.2014
418123,1,1,1099,27.10.2014,27.10.2014
418125,1,1,1100,27.10.2014,27.10.2014
418139,1,1,1101,28.10.2014,28.10.2014
418140,1,1,1102,28.10.2014,28.10.2014
418130,1,1,1103,28.10.2014,28.10.2014
418137,1,1,1104,29.10.2014,29.10.2014
418238,1,1,1105,29.10.2014,29.10.2014
418239,1,1,1106,29.10.2014,29.10.2014
418241,1,1,1107,29.10.2014,29.10.2014
418249,1,1,1108,29.10.2014,29.10.2014
418256,1,1,1109,29.10.2014,29.10.2014
418258,1,1,1110,30.10.2014,30.10.2014
418281,1,1,1111,30.10.2014,30.10.2014
155412,1,1,1112,30.10.2014,30.10.2014
155413,1,1,1113,30.10.2014,30.10.2014
155416,1,2,1114,30.10.2014,31.10.2014
156954,1,5,1115,30.10.2014,7.12.2014
418279,1,1,1116,31.10.2014,31.10.2014
418284,1,1,1117,31.10.2014,31.10.2014
418310,1,1,1118,31.10.2014,31.10.2014
418311,1,1,1119,31.10.2014,31.10.2014
418275,1,1,1120,31.10.2014,31.10.2014
418262,1,1,1121,31.10.2014,31.10.2014
418312,1,1,1122,1.11.2014,1.11.2014
418313,1,1,1123,1.11.2014,1.11.2014
418314,1,1,1124,1.11.2014,1.11.2014
418315,1,1,1125,1.11.2014,1.11.2014
418316,1,1,1126,2.11.2014,2.11.2014
418317,1,1,1127,2.11.2014,2.11.2014
418318,1,1,1128,3.11.2014,3.11.2014
155424,1,2,1129,3.11.2014,4.11.2014
155425,1,2,1130,3.11.2014,4.11.2014
155426,1,2,1131,3.11.2014,4.11.2014
155428,1,2,1132,4.11.2014,5.11.2014
418319,1,1,1133,4.11.2014,4.11.2014
418320,1,1,1134,4.11.2014,4.11.2014
418321,1,1,1135,5.11.2014,5.11.2014
418347,1,1,1136,5.11.2014,5.11.2014
155429,1,1,1137,5.11.2014,5.11.2014
418322,1,1,1138,6.11.2014,6.11.2014
418323,1,1,1139,6.11.2014,6.11.2014
418324,1,1,1140,6.11.2014,6.11.2014
418325,1,1,1141,6.11.2014,6.11.2014
418326,1,1,1142,6.11.2014,6.11.2014
418340,1,2,1143,6.11.2014,8.11.2014
418327,1,1,1144,7.11.2014,7.11.2014
418329,1,1,1145,7.11.2014,7.11.2014
418330,1,1,1146,8.11.2014,8.11.2014
418331,1,1,1147,8.11.2014,8.11.2014
418341,1,1,1148,8.11.2014,8.11.2014
418380,1,1,1149,8.11.2014,8.11.2014
418349,1,1,1150,8.11.2014,8.11.2014
418352,1,1,1151,9.11.2014,9.11.2014
418358,1,1,1152,9.11.2014,9.11.2014
418369,1,1,1153,9.11.2014,9.11.2014
418370,1,1,1154,9.11.2014,9.11.2014
418371,1,1,1155,10.11.2014,10.11.2014
418382,1,1,1156,10.11.2014,10.11.2014
418386,1,1,1157,10.11.2014,10.11.2014
418433,1,1,1158,11.11.2014,11.11.2014
418434,1,1,1159,12.11.2014,12.11.2014
418435,1,1,1160,12.11.2014,12.11.2014
418436,1,1,1161,12.11.2014,12.11.2014
155442,1,2,1162,13.11.2014,14.11.2014
155438,1,1,1163,14.11.2014,14.11.2014
155439,1,1,1164,14.11.2014,14.11.2014
155440,1,1,1165,14.11.2014,14.11.2014
418437,1,1,1166,14.11.2014,14.11.2014
418438,1,1,1167,14.11.2014,14.11.2014
418440,1,1,1168,14.11.2014,14.11.2014
418446,1,1,1169,14.11.2014,14.11.2014
418447,1,1,1170,14.11.2014,14.11.2014
418449,1,1,1171,14.11.2014,14.11.2014
418452,1,1,1172,14.11.2014,14.11.2014
418458,1,1,1173,14.11.2014,14.11.2014
156674,1,2,1174,14.11.2014,15.11.2014
156675,1,1,1175,15.11.2014,15.11.2014
418459,1,1,1176,15.11.2014,15.11.2014
418466,1,1,1177,15.11.2014,15.11.2014
418492,1,2,1178,15.11.2014,17.11.2014
418495,1,2,1179,15.11.2014,17.11.2014
418502,1,1,1180,16.11.2014,16.11.2014
418470,1,1,1181,16.11.2014,16.11.2014
418476,1,1,1182,16.11.2014,16.11.2014
418489,1,1,1183,16.11.2014,16.11.2014
418490,1,1,1184,16.11.2014,16.11.2014
156681,1,2,1185,16.11.2014,17.11.2014
418506,1,1,1186,17.11.2014,17.11.2014
418509,1,1,1187,17.11.2014,17.11.2014
418511,1,1,1188,17.11.2014,17.11.2014
418525,1,1,1189,17.11.2014,17.11.2014
418526,1,1,1190,17.11.2014,17.11.2014
418527,1,1,1191,18.11.2014,18.11.2014
418528,1,1,1192,18.11.2014,18.11.2014
418534,1,1,1193,18.11.2014,18.11.2014
418562,1,1,1194,19.11.2014,19.11.2014
418539,1,1,1195,19.11.2014,19.11.2014
156689,1,2,1196,20.11.2014,21.11.2014
156690,1,2,1197,20.11.2014,21.11.2014
418563,1,1,1198,21.11.2014,21.11.2014
418567,1,1,1199,21.11.2014,21.11.2014
418568,1,1,1200,21.11.2014,21.11.2014
418569,1,1,1201,21.11.2014,21.11.2014
418570,1,1,1202,21.11.2014,21.11.2014
418572,1,1,1203,22.11.2014,22.11.2014
418627,1,1,1204,23.11.2014,23.11.2014
