casualty_id,event_id,deaths_a,deaths_b,deaths_civilians,death_unknown,best,high,low
2039,239198,1,0,0,0,1,1,1
2040,239297,1,0,0,0,1,1,1
2041,239200,0,0,1,0,1,1,1
2042,239224,0,4,0,0,4,4,4
2043,239220,0,1,0,0,1,1,1
2044,239222,0,1,0,0,1,1,1
2045,246860,1,0,0,0,1,1,1
2046,239223,0,2,0,0,2,2,2
2047,239229,0,2,0,0,2,2,2
2048,239228,2,0,0,0,2,2,2
2049,239240,0,1,0,0,1,1,1
2050,239235,0,1,0,0,1,1,1
2051,239239,0,1,0,0,1,1,1
2052,239238,3,0,0,0,3,3,3
2053,246862,1,0,0,0,1,1,1
2054,246863,1,0,0,0,1,1,1
2055,246864,1,0,0,0,1,1,1
2056,239242,0,1,1,0,2,2,2
2057,246865,1,0,0,0,1,1,1
2058,246866,1,0,0,0,1,1,1
2059,239246,0,2,0,0,2,2,2
2060,239244,2,3,0,0,5,5,5
2061,239245,0,1,0,0,1,1,1
2062,239249,0,2,1,0,3,3,2
2063,239247,0,0,4,0,4,4,4
2064,239248,0,0,1,0,1,1,0
2065,252016,0,0,5,0,5,5,5
2066,239251,0,1,0,0,1,1,1
2067,239256,0,2,0,0,2,2,2
2068,239252,0,0,1,0,1,1,1
2069,239253,0,1,0,0,1,1,1
2070,239255,0,1,0,0,1,1,1
2071,239261,0,1,0,0,1,1,1
2072,239257,4,0,0,0,4,4,3
2073,239258,0,0,2,0,2,2,2
2074,239260,0,0,1,0,1,1,1
2075,239264,0,1,1,0,2,2,1
2076,239262,0,1,0,0,1,1,1
2077,239263,0,0,1,0,1,1,1
2078,239269,0,0,1,0,1,1,1
2079,239270,0,1,0,0,1,1,1
2080,392570,1,0,0,0,1,1,0
2081,246498,0,6,0,0,6,6,6
2082,246428,0,1,0,0,1,1,1
2083,392574,1,0,0,0,1,1,0
2084,246434,0,0,1,0,1,1,1
2085,392575,0,1,0,0,1,1,1
2086,246470,1,0,0,0,1,1,1
2087,246466,1,0,0,0,1,1,1
2088,246463,4,0,0,0,4,4,4
2089,246502,0,1,0,0,1,1,1
2090,246749,0,0,3,0,3,3,3
2091,246811,0,1,0,0,1,1,1
2092,246809,1,0,0,0,1,1,1
2093,246810,1,0,0,0,1,1,1
2094,246515,0,2,0,0,2,2,2
2095,246803,1,0,0,0,1,1,1
2096,246537,0,4,0,0,4,4,4
2097,246520,0,1,0,0,1,1,1
2098,246804,1,0,0,0,1,1,1
2099,246536,0,0,1,0,1,1,1
2100,246539,0,1,0,0,1,1,1
2101,246806,1,0,0,0,1,1,1
2102,246610,0,9,0,0,9,9,9
2103,246545,0,2,0,0,2,2,2
2104,246808,1,0,0,0,1,1,1
2105,246615,0,0,1,0,1,1,1
2106,246636,0,1,0,0,1,1,1
2107,246633,0,1,0,0,1,1,1
2108,246729,2,0,0,0,2,2,2
2109,246644,0,2,0,0,2,2,2
2110,246645,1,0,0,0,1,1,1
2111,246654,0,1,0,0,1,1,1
2112,246653,0,1,0,0,1,1,1
2113,246681,0,2,1,0,3,3,3
2114,392034,1,0,0,0,1,1,0
2115,246691,0,2,0,0,2,2,2
2116,246686,0,0,1,0,1,1,1
2117,246693,0,2,0,0,2,2,2
2118,392037,1,0,0,0,1,1,1
2119,392039,1,0,0,0,1,1,1
2120,246704,0,1,0,0,1,1,1
2121,246697,2,0,0,0,2,2,2
2122,246698,2,0,0,0,2,2,2
2123,246700,0,1,0,0,1,1,1
2124,246705,0,0,1,0,1,1,1
2125,246720,0,1,0,0,1,1,1
2126,249214,1,0,0,0,1,1,1
2127,246707,0,1,0,0,1,1,1
2128,249209,1,0,0,0,1,1,1
2129,248944,0,1,0,0,1,1,1
2130,248929,0,1,0,0,1,1,1
2131,248928,0,0,1,0,1,1,1
2132,249212,1,0,0,0,1,1,1
2133,249220,1,0,0,0,1,1,1
2134,248930,0,1,0,0,1,1,1
2135,248932,0,1,0,0,1,1,1
2136,248940,1,0,0,0,1,1,1
2137,249223,2,0,0,0,2,2,2
2138,249226,1,0,0,0,1,1,1
2139,248947,0,0,0,0,0,2,0
2140,248945,0,1,0,0,1,1,1
2141,249227,1,0,0,0,1,1,1
2142,248946,0,1,0,0,1,1,1
2143,248949,4,1,0,0,5,5,5
2144,248950,0,1,0,0,1,1,1
2145,248954,3,0,0,0,3,3,3
2146,249233,1,0,0,0,1,1,1
2147,249236,1,0,0,0,1,1,1
2148,248957,0,0,2,0,2,2,2
2149,249237,1,0,0,0,1,1,1
2150,249238,1,0,0,0,1,1,1
2151,249240,1,0,0,0,1,1,1
2152,249242,1,0,0,0,1,1,1
2153,275515,0,2,0,0,2,2,2
2154,315763,0,0,4,0,4,5,4
2155,257449,0,1,0,0,1,1,1
2156,257494,0,1,0,0,1,1,1
2157,275542,1,0,0,0,1,1,1
2158,275543,1,0,0,0,1,1,0
2159,275544,1,0,0,0,1,1,0
2160,275518,0,1,0,0,1,1,1
2161,258165,3,0,0,0,3,3,3
2162,275554,2,0,0,0,2,1,0
2163,257504,0,0,1,0,1,1,1
2164,258162,1,0,0,0,1,1,1
2165,257526,0,3,0,0,3,3,3
2166,258161,1,0,0,0,1,1,1
2167,258160,1,0,0,0,1,1,1
2168,275514,0,1,0,0,1,1,1
2169,258159,1,0,0,0,1,1,0
2170,258156,1,0,0,0,1,1,1
2171,258293,0,0,2,0,2,2,2
2172,275512,0,1,0,0,1,1,1
2173,258155,1,0,0,0,1,1,1
2174,258153,1,0,0,0,1,1,0
2175,258152,1,0,0,0,1,1,0
2176,257655,0,0,0,3,3,3,3
2177,257695,0,2,0,0,2,2,2
2178,258148,1,0,0,0,1,1,0
2179,258146,1,0,0,0,1,1,1
2180,257707,0,1,0,0,1,1,1
2181,258051,1,0,0,0,1,1,0
2182,258144,1,0,0,0,1,1,1
2183,257753,0,0,1,0,1,1,1
2184,257754,0,1,0,0,1,1,1
2185,257755,0,1,0,0,1,1,1
2186,259957,1,0,0,0,1,1,0
2187,257760,0,1,0,0,1,1,1
2188,257764,0,1,0,0,1,1,1
2189,257796,0,2,0,0,2,2,2
2190,257813,0,1,0,0,1,1,1
2191,257862,0,1,0,0,1,1,1
2192,275596,1,0,0,0,1,1,0
2193,275597,1,0,0,0,1,1,0
2194,257882,0,0,1,0,1,1,1
2195,257899,0,1,3,0,4,4,4
2196,257906,0,0,2,0,2,2,2
2197,257909,0,1,0,0,1,1,1
2198,257957,0,0,0,0,0,9,0
2199,257964,0,0,1,0,1,1,1
2200,257969,1,0,0,0,1,1,0
2201,258245,1,0,0,0,1,1,0
2202,275507,0,2,0,0,2,2,2
2203,275431,0,0,1,0,1,1,1
2204,275430,0,0,2,0,2,2,2
2205,257979,0,1,0,0,1,1,1
2206,257991,0,1,0,0,1,1,1
2207,257997,0,1,0,0,1,1,1
2208,258137,1,0,0,0,1,1,0
2209,258967,0,2,0,0,2,2,2
2210,275552,1,0,0,0,1,1,0
2211,258129,0,0,1,0,1,1,1
2212,259015,0,1,0,0,1,1,1
2213,259016,0,1,0,0,1,1,1
2214,258125,1,0,0,0,1,1,0
2215,259125,0,0,2,0,2,2,2
2216,259027,0,1,0,0,1,1,1
2217,258242,1,0,0,0,1,1,0
2218,258243,1,0,0,0,1,1,0
2219,259066,0,1,0,0,1,1,1
2220,258112,1,0,0,0,1,1,0
2221,258104,1,0,0,0,1,1,1
2222,258203,3,0,0,0,3,3,3
2223,259078,4,0,0,0,4,4,4
2224,275502,0,2,0,0,2,2,2
2225,259940,0,1,0,0,1,1,1
2226,259919,1,0,0,0,1,1,0
2227,275495,0,7,0,0,7,7,7
2228,275498,0,2,0,0,2,2,2
2229,263676,0,1,0,0,1,1,1
2230,275493,3,0,0,0,3,3,0
2231,263696,0,0,3,0,3,3,3
2232,264357,1,0,0,0,1,1,0
2233,263702,0,1,0,0,1,1,1
2234,263706,1,0,0,0,1,1,0
2235,275410,0,0,1,0,1,1,1
2236,264414,1,0,0,0,1,1,0
2237,263750,0,2,0,0,2,2,2
2238,264423,1,0,0,0,1,1,0
2239,264634,1,0,0,0,1,1,0
2240,264432,1,0,0,0,1,1,0
2241,264434,1,0,0,0,1,1,0
2242,264436,1,0,0,0,1,1,0
2243,266759,1,0,0,0,1,1,0
2244,275479,0,1,0,0,1,1,1
2245,266717,0,2,0,0,2,2,2
2246,266744,0,2,0,0,2,2,2
2247,266739,0,0,3,0,3,3,3
2248,266790,1,0,0,0,1,1,0
2249,266753,0,1,0,0,1,1,1
2250,266887,1,0,0,0,1,1,0
2251,270683,2,0,0,0,2,2,0
2252,275416,0,0,0,1,1,1,1
2253,271138,0,1,0,0,1,1,1
2254,266792,1,0,0,0,1,1,0
2255,275419,0,0,2,0,2,2,2
2256,271130,0,3,0,0,3,3,3
2257,275274,1,0,0,0,1,1,0
2258,275275,1,0,0,0,1,1,0
2259,275575,3,0,0,0,3,2,0
2260,271440,2,0,0,0,2,2,2
2261,275478,0,2,0,0,2,2,2
2262,275590,0,0,0,8,8,7,0
2263,275348,1,0,0,0,1,1,0
2264,275283,1,0,0,0,1,1,1
2265,275285,1,0,0,0,1,1,0
2266,275286,1,0,0,0,1,1,1
2267,275477,1,0,0,0,1,1,0
2268,325469,0,1,0,0,1,1,0
2269,422086,0,1,0,0,1,1,1
2270,304054,1,0,0,0,1,1,0
2271,289094,0,1,0,0,1,1,1
2272,422160,0,1,0,0,1,1,1
2273,422056,0,4,0,0,4,4,4
2274,315773,1,0,0,0,1,1,0
2275,315715,1,0,0,0,1,1,0
2276,289106,0,4,0,0,4,4,4
2277,289109,1,0,0,0,1,1,0
2278,289558,0,3,0,0,3,3,3
2279,289559,1,0,0,0,1,1,0
2280,315623,0,0,4,0,4,4,4
2281,289301,0,1,0,0,1,1,1
2282,304089,1,0,0,0,1,1,0
2283,289305,0,3,0,0,3,3,3
2284,422032,0,1,0,0,1,1,1
2285,421421,0,2,0,0,2,2,2
2286,289306,0,0,2,0,2,2,2
2287,289560,1,0,0,0,1,1,0
2288,289561,1,0,0,0,1,1,0
2289,289563,1,0,0,0,1,1,0
2290,289311,0,1,0,0,1,1,1
2291,289325,0,0,1,0,1,1,1
2292,421422,0,3,0,0,3,3,3
2293,289324,0,0,1,0,1,1,1
2294,289568,1,0,0,0,1,1,1
2295,315714,1,0,0,0,1,1,1
2296,289579,1,0,0,0,1,1,0
2297,289327,0,1,0,0,1,1,1
2298,289570,1,0,0,0,1,1,0
2299,289375,0,1,0,0,1,1,1
2300,289377,0,1,0,0,1,1,1
2301,289577,1,0,0,0,1,1,0
2302,289580,1,0,0,0,1,1,0
2303,421423,0,1,0,0,1,1,1
2304,289378,0,2,0,0,2,2,2
2305,289385,0,1,0,0,1,1,1
2306,289418,1,0,0,0,1,1,0
2307,289581,1,0,0,0,1,1,0
2308,421410,0,4,0,0,4,4,4
2309,289419,0,1,0,0,1,1,1
2310,289582,1,0,0,0,1,1,0
2311,289585,1,0,0,0,1,1,0
2312,421412,0,3,0,0,3,3,3
2313,289586,1,0,0,0,1,1,0
2314,289428,0,1,0,0,1,1,1
2315,304140,1,0,0,0,1,1,1
2316,289587,1,0,0,0,1,1,1
2317,421414,0,5,0,0,5,5,5
2318,421415,0,9,0,0,9,9,9
2319,289588,1,0,0,0,1,1,0
2320,289589,1,0,0,0,1,1,1
2321,421375,0,11,0,0,11,11,11
2322,304231,1,0,0,0,1,1,0
2323,289590,1,0,0,0,1,1,0
2324,289494,0,1,0,0,1,1,1
2325,289591,1,0,0,0,1,1,1
2326,289592,1,0,0,0,1,1,0
2327,289593,1,0,0,0,1,1,0
2328,289594,1,0,0,0,1,1,0
2329,421379,0,7,0,0,7,7,7
2330,421380,0,5,0,0,5,5,5
2331,289595,1,0,0,0,1,1,0
2332,421342,0,2,0,0,2,2,2
2333,301329,2,0,0,0,2,2,1
2334,301330,0,1,0,0,1,1,1
2335,301332,1,0,0,0,1,1,0
2336,301333,1,0,0,0,1,1,0
2337,301336,2,0,0,0,2,2,2
2338,421344,0,5,0,0,5,5,5
2339,421348,0,1,0,0,1,1,1
2340,315583,0,0,1,0,1,1,1
2341,301338,1,0,0,0,1,1,0
2342,301339,1,0,0,0,1,1,1
2343,301340,0,1,0,0,1,1,1
2344,315649,1,0,0,0,1,1,1
2345,421354,0,6,0,0,6,6,6
2346,315647,1,0,0,0,1,1,1
2347,421361,0,1,0,0,1,1,1
2348,421160,0,2,0,0,2,2,2
2349,303313,0,1,0,0,1,1,1
2350,303990,0,1,0,0,1,1,1
2351,303991,0,1,0,0,1,1,1
2352,303975,2,0,0,0,2,2,2
2353,303993,0,1,0,0,1,1,1
2354,315654,1,0,0,0,1,1,1
2355,421161,0,1,0,0,1,1,1
2356,304040,0,2,0,0,2,2,2
2357,304005,1,0,0,0,1,1,1
2358,304008,0,1,0,0,1,1,1
2359,304009,1,0,0,0,1,1,1
2360,304011,0,0,1,0,1,1,1
2361,304017,0,0,1,0,1,1,1
2362,304025,1,0,0,0,1,1,1
2363,304042,0,1,0,0,1,1,1
2364,304044,1,0,0,0,1,1,1
2365,304045,0,0,1,0,1,1,1
2366,315668,1,0,0,0,1,1,0
2367,315670,1,0,0,0,1,1,0
2368,315673,1,0,0,0,1,1,1
2369,421336,0,3,0,0,3,3,3
2370,304048,0,0,1,0,1,1,1
2371,304051,0,1,0,0,1,1,1
2372,304053,0,0,1,0,1,1,1
2373,421155,0,1,0,0,1,1,1
2374,300084,4,0,0,0,4,4,4
2375,421156,0,1,0,0,1,1,1
2376,307963,0,1,0,0,1,1,1
2377,307967,0,1,0,0,1,1,1
2378,307969,1,0,0,0,1,1,1
2379,307971,1,0,0,0,1,1,0
2380,421158,0,4,0,0,4,4,4
2381,308088,1,0,0,0,1,1,1
2382,308096,0,1,0,0,1,1,1
2383,308099,0,3,0,0,3,3,3
2384,308112,1,0,0,0,1,1,1
2385,421148,0,4,0,0,4,4,4
2386,308113,0,1,0,0,1,1,1
2387,308114,1,0,0,0,1,1,1
2388,315710,1,0,0,0,1,1,1
2389,315882,1,0,0,0,1,1,0
2390,308115,0,2,0,0,2,2,2
2391,308116,1,0,0,0,1,1,1
2392,308223,1,0,0,0,1,1,1
2393,308238,0,1,0,0,1,1,1
2394,421150,0,2,0,0,2,2,2
2395,315605,0,0,1,0,1,1,1
2396,315711,1,0,0,0,1,1,1
2397,315831,1,0,0,0,1,1,1
2398,315880,2,0,0,0,2,2,2
2399,308279,1,0,0,0,1,1,1
2400,308284,0,1,0,0,1,1,1
2401,308288,1,0,0,0,1,1,0
2402,421153,0,1,0,0,1,1,1
2403,308295,1,0,0,0,1,1,1
2404,308330,1,0,0,0,1,1,1
2405,308333,1,0,0,0,1,1,1
2406,421154,0,3,0,0,3,3,3
2407,315879,1,0,0,0,1,1,1
2408,315782,1,0,0,0,1,1,1
2409,315783,1,0,0,0,1,1,1
2410,315824,1,0,0,0,1,1,0
2411,315784,1,0,0,0,1,1,0
2412,421146,0,1,0,0,1,1,1
2413,315785,3,0,0,0,3,3,3
2414,315786,1,0,0,0,1,1,0
2415,315787,1,0,0,0,1,1,1
2416,315807,1,0,0,0,1,1,1
2417,421147,0,7,0,0,7,7,7
2418,315797,1,0,0,0,1,1,1
2419,315789,0,1,0,0,1,1,1
2420,421143,0,4,0,0,4,4,4
2421,324083,0,3,0,0,3,3,3
2422,324076,1,0,0,0,1,1,0
2423,324408,2,0,0,0,2,2,2
2424,324101,1,0,0,0,1,1,0
2425,421145,0,1,0,0,1,1,1
2426,324707,1,0,0,0,1,1,0
2427,324410,1,2,0,0,3,3,3
2428,421141,0,3,0,0,3,3,3
2429,324417,2,0,0,0,2,2,2
2430,324712,1,0,0,0,1,1,0
2431,324718,1,0,0,0,1,1,1
2432,421142,0,1,0,0,1,1,1
2433,324720,1,0,0,0,1,1,1
2434,324650,1,0,0,0,1,1,1
2435,324651,0,0,1,0,1,1,1
2436,324728,1,0,0,0,1,1,0
2437,324730,1,0,0,0,1,1,0
2438,338547,0,0,0,0,0,3,0
2439,421127,0,3,0,0,3,3,3
2440,338200,5,0,0,0,5,5,0
2441,338593,1,0,0,0,1,1,1
2442,338047,1,0,0,0,1,1,1
2443,338512,0,0,1,0,1,1,1
2444,338049,1,0,0,0,1,1,1
2445,338051,0,0,0,0,0,1,0
2446,338062,1,0,0,0,1,1,1
2447,338063,0,1,0,0,1,1,1
2448,338064,1,0,0,0,1,1,1
2449,338606,1,0,0,0,1,1,0
2450,338605,1,0,0,0,1,1,1
2451,338072,1,0,0,0,1,1,1
2452,421123,0,2,0,0,2,2,2
2453,338579,0,4,0,0,4,15,0
2454,421124,0,1,0,0,1,1,1
2455,421126,0,1,0,0,1,1,1
2456,338161,1,0,0,0,1,1,1
2457,338586,0,3,0,0,3,3,0
2458,338166,1,0,0,0,1,1,1
2459,338519,0,0,1,0,1,1,1
2460,338615,1,0,0,0,1,1,1
2461,338171,1,0,0,0,1,1,1
2462,338172,1,0,0,0,1,1,1
2463,338179,2,0,0,0,2,2,2
2464,349574,0,0,0,1,1,1,1
2465,338181,0,1,0,0,1,1,1
2466,338198,0,0,1,0,1,1,1
2467,338208,0,0,1,0,1,1,1
2468,338209,1,0,0,0,1,1,1
2469,338211,1,0,0,0,1,1,1
2470,376168,0,3,0,0,3,3,0
2471,376169,0,2,0,0,2,2,0
2472,376170,0,2,0,0,2,2,0
2473,376171,0,2,0,0,2,2,0
2474,338439,0,0,1,0,1,1,1
2475,338454,0,0,1,0,1,1,1
2476,359760,0,0,0,0,0,1,0
2477,338620,1,1,0,0,2,2,2
2478,366897,1,0,0,0,1,1,0
2479,343811,1,0,0,0,1,1,0
2480,343823,0,1,0,0,1,1,0
2481,343828,0,0,1,0,1,1,1
2482,350720,1,5,0,0,6,6,1
2483,421107,0,1,0,0,1,1,1
2484,376174,0,4,0,0,4,4,0
2485,376175,0,4,0,0,4,4,0
2486,344392,0,0,1,0,1,1,1
2487,344046,0,1,0,0,1,1,1
2488,421108,0,1,0,0,1,1,1
2489,421110,0,1,0,0,1,1,1
2490,343816,1,0,0,0,1,1,1
2491,350718,0,0,0,0,0,4,0
2492,344118,0,1,0,0,1,1,0
2493,376151,0,1,0,0,1,1,0
2494,421024,0,4,0,0,4,4,4
2495,349590,1,0,0,0,1,1,1
2496,349599,1,0,0,0,1,1,1
2497,349615,0,1,0,0,1,1,0
2498,349640,0,1,0,0,1,1,0
2499,350711,1,0,0,0,1,1,1
2500,349584,0,2,0,0,2,4,0
2501,349642,0,0,1,0,1,1,1
2502,349668,3,0,0,0,3,3,3
2503,349670,1,0,0,0,1,1,1
2504,349686,0,1,0,0,1,1,0
2505,349687,0,1,0,0,1,1,0
2506,349688,1,0,0,0,1,1,1
2507,349689,1,1,0,0,2,2,2
2508,349690,1,0,0,0,1,1,0
2509,390397,0,0,1,0,1,1,0
2510,354371,1,0,0,0,1,1,1
2511,354373,0,1,0,0,1,1,0
2512,359075,0,0,0,0,0,3,0
2513,390411,0,0,1,0,1,1,0
2514,366894,2,0,0,0,2,2,0
2515,366895,1,0,0,0,1,1,1
2516,366327,0,0,0,0,0,6,0
2517,390406,0,0,1,0,1,1,0
2518,366845,2,0,0,0,2,2,2
2519,372088,0,0,3,0,3,3,0
2520,371807,0,2,0,0,2,2,2
2521,372061,0,1,0,0,1,1,1
2522,372062,0,1,0,0,1,1,1
2523,420062,0,1,0,0,1,1,1
2524,371806,1,0,0,0,1,1,1
2525,372076,0,2,0,0,2,2,2
2526,420059,0,2,0,0,2,2,2
2527,374267,0,2,0,0,2,2,2
2528,379607,0,1,0,0,1,1,0
2529,379578,1,0,0,0,1,1,0
2530,379213,1,0,0,0,1,1,1
2531,379491,1,0,0,0,1,1,1
2532,379494,0,1,0,0,1,1,1
2533,385255,0,1,0,0,1,1,0
2534,379512,1,0,0,0,1,1,1
2535,384821,2,0,0,0,2,2,2
2536,384826,0,0,1,0,1,1,1
2537,384837,1,0,0,0,1,1,1
2538,384843,1,0,0,0,1,1,1
2539,384853,3,0,0,0,3,3,0
2540,385031,0,1,0,0,1,1,1
2541,385036,1,0,0,0,1,1,1
2542,385048,0,1,0,0,1,1,1
2543,385050,0,1,0,0,1,1,1
2544,385053,1,0,0,0,1,1,1
2545,390377,0,0,0,1,1,2,0
2546,402777,0,0,1,0,1,1,0
2547,389855,0,3,0,0,3,3,3
2548,389857,0,1,0,0,1,1,1
2549,389858,0,1,0,0,1,1,1
2550,389861,1,0,0,0,1,1,1
2551,389871,1,0,0,0,1,1,1
2552,389867,0,1,0,0,1,1,1
2553,390361,1,0,0,0,1,1,1
2554,420052,0,2,0,0,2,2,2
2555,389875,1,0,0,0,1,1,1
2556,389879,1,0,0,0,1,1,1
2557,390370,1,0,0,0,1,1,1
2558,389886,0,2,0,0,2,2,2
2559,389882,0,0,1,0,1,1,1
2560,389890,4,0,0,0,4,4,4
2561,396640,0,0,1,0,1,1,1
2562,389906,0,0,1,0,1,1,1
2563,420050,0,1,0,0,1,1,1
2564,389909,1,0,0,0,1,1,1
2565,396536,1,0,0,0,1,1,1
2566,396535,1,0,0,0,1,1,0
2567,395587,1,0,0,0,1,1,0
2568,395613,1,0,0,0,1,1,1
2569,395615,1,0,0,0,1,1,1
2570,395632,1,0,0,0,1,1,1
2571,401599,1,0,0,0,1,1,1
2572,395643,1,0,0,0,1,1,0
2573,395645,1,0,0,0,1,1,0
2574,395646,1,0,0,0,1,1,1
2575,395682,1,0,0,0,1,1,0
2576,395686,0,2,0,0,2,2,2
2577,395689,1,0,0,0,1,1,0
2578,396541,1,0,0,0,1,1,1
2579,401598,1,0,0,0,1,1,1
2580,420036,0,2,0,0,2,2,2
2581,395704,0,1,0,0,1,1,1
2582,401592,0,0,0,0,0,1,0
2583,402791,1,0,0,0,1,1,1
2584,401594,1,0,0,0,1,1,1
2585,401595,2,0,0,0,2,2,1
2586,401597,0,3,0,0,3,3,3
2587,401600,0,0,1,0,1,1,1
2588,401602,0,1,0,0,1,1,1
2589,401604,1,0,0,0,1,1,1
2590,420035,0,5,0,0,5,5,5
2591,402805,0,0,0,0,0,1,0
2592,402787,0,0,1,0,1,1,1
2593,405424,1,0,0,0,1,1,0
2594,404132,1,0,0,0,1,1,1
2595,405425,1,0,0,0,1,1,0
2596,420005,0,3,0,0,3,3,3
2597,404147,0,4,0,0,4,4,4
2598,404164,1,0,0,0,1,1,1
2599,405397,0,1,0,0,1,1,1
2600,408893,1,0,0,0,1,1,1
2601,408900,1,0,0,0,1,1,0
2602,408906,1,0,0,0,1,1,0
2603,408916,1,0,0,0,1,1,0
2604,409453,1,0,0,0,1,1,0
2605,408964,0,3,0,0,3,3,3
2606,408972,0,4,0,0,4,4,4
2607,419938,0,2,0,0,2,2,2
2608,409427,0,0,1,0,1,1,1
2609,413662,1,0,0,0,1,1,1
2610,413667,0,0,1,0,1,1,1
2611,419940,0,1,0,0,1,1,1
2612,413685,1,0,0,0,1,1,0
2613,413835,1,0,0,0,1,1,0
2614,413691,1,0,0,0,1,1,0
2615,413696,1,0,0,0,1,1,0
2616,413698,1,0,0,0,1,1,0
2617,413736,1,0,0,0,1,1,1
2618,419980,0,1,0,0,1,1,1
2619,415902,0,1,0,0,1,1,1
2620,419990,0,2,0,0,2,1,0
2621,428891,0,1,0,0,1,2,0
2622,419924,0,1,0,0,1,1,1
2623,419925,0,1,0,0,1,1,1
2624,419927,0,5,0,0,5,5,5
2625,423349,0,0,1,0,1,1,1
2626,423346,0,2,0,0,2,2,0
2627,423340,0,1,0,0,1,1,1
2628,423260,1,0,0,0,1,1,0
2629,423342,0,1,0,0,1,1,1
2630,423333,1,0,0,0,1,1,1
2631,423334,1,0,0,0,1,1,1
2632,423335,1,0,0,0,1,1,1
2633,425462,0,1,0,0,1,1,1
2634,425491,0,2,0,0,2,2,2
2635,425435,1,0,0,0,1,1,1
2636,425494,0,1,0,0,1,1,1
2637,425446,1,0,0,0,1,1,0
2638,425444,1,0,0,0,1,1,1
2639,236742,0,0,25,0,25,25,25
2640,429316,1,0,0,0,1,1,1
2641,429344,1,0,0,0,1,1,1
2642,429345,1,0,0,0,1,1,1
2643,204792,0,0,1,0,1,1,1
2644,236753,1,0,0,0,1,1,0
2645,429678,1,0,0,0,1,1,1
2646,429682,1,0,0,0,1,1,0
2647,429754,1,0,0,0,1,1,1
2648,204937,1,0,0,0,1,1,1
2649,429903,1,0,0,0,1,1,0
2650,429921,1,0,0,0,1,1,1
2651,204956,0,0,1,0,1,1,1
2652,433265,2,0,0,0,2,2,2
2653,433269,1,0,0,0,1,1,1
2654,236750,0,0,16,0,16,16,16
2655,205066,4,0,0,0,4,4,4
2656,211795,1,0,0,0,1,1,1
2657,211799,2,0,0,0,2,2,2
2658,236755,1,0,0,0,1,1,1
2659,236754,1,0,0,0,1,1,1
2660,211802,1,0,0,0,1,1,1
2661,211922,0,0,2,0,2,2,2
2662,211929,0,1,0,0,1,1,1
2663,236749,2,0,0,0,2,2,2
2664,211936,3,0,0,0,3,3,3
2665,218644,0,0,2,0,2,2,2
2666,218643,3,0,0,0,3,3,3
2667,218733,0,4,0,0,4,4,4
2668,236748,1,0,0,0,1,2,1
2669,236747,1,0,0,0,1,1,1
2670,225855,0,1,0,0,1,1,1
2671,225860,1,0,0,0,1,1,1
2672,225865,4,0,0,0,4,3,4
2673,232421,0,1,0,0,1,1,1
2674,232756,4,0,0,0,4,4,4
2675,233441,3,0,0,0,3,3,3
2676,236745,1,0,0,0,1,1,1
2677,235427,2,0,0,0,2,2,2
2678,235435,0,1,0,0,1,1,1
2679,236744,0,1,0,0,1,2,1
2680,246868,0,0,3,0,3,3,3
2681,239000,0,0,1,0,1,1,1
2682,239001,0,0,1,0,1,1,1
2683,239309,1,0,0,0,1,1,1
2684,239299,1,0,0,0,1,2,1
2685,252013,0,0,0,0,0,11,0
2686,239154,0,1,0,0,1,1,1
2687,239158,0,1,0,0,1,1,1
2688,239188,0,0,2,0,2,2,2
2689,239190,0,1,0,0,1,1,1
2690,239298,1,0,0,0,1,1,1
2691,239232,0,0,1,0,1,1,1
2692,246861,1,0,0,0,1,1,1
2693,239241,0,1,0,0,1,1,1
2694,239243,3,0,0,0,3,3,3
2695,252017,0,0,8,0,8,8,8
2696,239254,1,0,0,0,1,1,1
2697,239295,3,0,0,0,3,4,3
2698,239268,0,2,0,0,2,2,2
2699,392573,1,0,0,0,1,1,1
2700,246474,3,0,0,0,3,3,3
2701,246816,1,0,0,0,1,1,1
2702,246506,0,2,0,0,2,2,2
2703,246818,2,0,0,0,2,2,2
2704,246526,0,1,0,0,1,1,1
2705,246807,1,0,0,0,1,1,1
2706,252020,0,0,1,0,1,1,1
2707,252023,0,0,4,0,4,4,4
2708,246616,0,1,0,0,1,1,1
2709,246647,0,3,0,0,3,3,3
2710,249210,2,0,0,0,2,2,2
2711,249216,1,0,0,0,1,1,1
2712,248938,4,0,0,0,4,4,4
2713,249229,1,0,0,0,1,1,1
2714,249230,1,0,0,0,1,1,1
2715,249231,1,0,0,0,1,1,1
2716,315741,0,0,5,0,5,4,5
2717,275594,1,0,0,0,1,2,0
2718,275609,0,0,3,0,3,3,3
2719,258151,1,0,0,0,1,1,1
2720,275598,1,0,0,0,1,1,0
2721,257773,0,1,0,0,1,1,1
2722,264217,0,0,4,0,4,4,4
2723,257836,1,0,0,0,1,6,1
2724,257844,0,1,0,0,1,1,1
2725,257911,0,1,0,0,1,1,1
2726,275546,1,0,0,0,1,1,0
2727,275536,1,0,0,0,1,1,0
2728,257972,0,2,2,0,4,4,4
2729,258024,2,0,0,0,2,2,2
2730,275537,1,0,0,0,1,1,0
2731,275538,1,0,0,0,1,1,0
2732,259939,0,2,0,0,2,2,2
2733,259909,1,0,0,0,1,1,1
2734,259904,2,0,0,0,2,2,2
2735,264224,0,0,1,0,1,1,1
