id,unique_,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,priogrid_gid,country_id
NULL,asd,NULL,#loc+name,NULL,#adm1+name,#adm2+name,#geo+lat,#geo+lon,NULL,NULL
147997,1,1,Kiev city,Kiev/Kyiv city (Maidan Nezalezhnosti protest camp),Kiev Special Republican city,NULL,50.45,30.52333,202022,369
149221,2,1,Kiev city,Kiev/Kyiv city (Maidan Nezalezhnosti protest camp),Kiev Special Republican city,NULL,50.45,30.52333,202022,369
149248,3,1,Kiev city,Kiev/Kyiv city (Maidan Nezalezhnosti protest camp),Kiev Special Republican city,NULL,50.45,30.52333,202022,369
149249,4,1,Kiev city,Kiev/Kyiv city (Maidan Nezalezhnosti protest camp),Kiev Special Republican city,NULL,50.45,30.52333,202022,369
149251,5,1,Kiev city,Kiev/Kyiv city (Maidan Nezalezhnosti protest camp),Kiev Special Republican city,NULL,50.45,30.52333,202022,369
149250,6,1,Kiev city,Kiev/Kyiv city (Maidan Nezalezhnosti protest camp),Kiev Special Republican city,NULL,50.45,30.52333,202022,369
153030,7,1,Odessa town,Odessa town,Odessa oblast,Odessa City municipality,46.466667,30.733333,196262,369
149866,8,1,Sloviansk town,Sloviansk town,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
149868,9,5,M03 road between Sloviansk and Artemivsk town,stretch of the road connecting Slavyansk and the town of Artemivsk,Donetsk oblast,NULL,48.776492,37.778737,199876,369
419757,10,5,Donets Basin Area,Donets basin area,NULL,NULL,48.15,38.65,199158,369
149876,11,1,Mariupol town,Mariupol town,Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
149879,12,1,Kramatorsk airfield,Kramatorsk airfield,Donetsk oblast,Kramatorsk raion,48.7067,37.6302,199876,369
398179,13,2,Sloviansk town,Town/City Slavyansk Donetsk region,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
398183,14,2,Sloviansk town,Town/City Slavyansk Donetsk region,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
149973,15,2,Bylbasovka village,near the village of Bylbasovka in the vicinity of Slavyansk,Donetsk oblast,Sloviansk raion,48.837342,37.500353,199876,369
152957,16,1,Sloviansk town,"Sloviansk town, north-east of the center",Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
399045,17,2,Kutuzovka village,"near the village of Kutuzovka, Dobropolsky district, Donetsk region",Donetsk oblast,Dobropil raion,48.489654,37.190391,199155,369
399046,18,5,Donets Basin Area,No geoinfo.,NULL,NULL,48.15,38.65,199158,369
399063,19,2,Karpovka village,"near the village of Karpovka, Slavyansky district, Donetsk region",Donetsk oblast,Sloviansk raion,48.896581,37.647397,199876,369
399053,20,2,Andreyevka village,near the village of Andreevka near Slavyansk,Donetsk oblast,Sloviansk raion,48.817931,37.551012,199876,369
153027,21,1,Sloviansk town,Slavyansk town,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
153037,22,2,Andreyevka village,near the village of Andreevka near Slavyansk,Donetsk oblast,Sloviansk raion,48.817931,37.551012,199876,369
153149,23,1,Andreyevka village,Andreyevka village,Donetsk oblast,Sloviansk raion,48.817931,37.551012,199876,369
153143,24,2,Sloviansk town,outskirts of Slavyansk town,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
153433,25,1,Kramatorsk town,Kramatorsk town,Donetsk oblast,Kramatorsk raion,48.716667,37.533333,199876,369
153154,26,2,Sloviansk town,around Slavyansk town; near Slavyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
153435,27,1,Mariupol town,Mariupol town,Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
400158,28,2,Sloviansk town,"Slavyansk, Donetsk region",Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
153997,29,1,Oktyabrske village,"Oktyabrske village, 20 km from Kramatorsk",Donetsk oblast,Dobropil raion,48.462882,37.349593,199155,369
154007,30,1,Karachun hill,near Slavyansk; on Mount Karachun near Slavyansk,Donetsk oblast,Sloviansk raion,48.813702,37.56144,199876,369
400186,31,5,Donets Basin Area,No geoinfo provided,NULL,NULL,48.15,38.65,199158,369
154030,32,2,Blagodatne village,"checkpoint in Volnovaha town;  near the village of Blagodatnoye, Volnovakha district, Donetsk region",Donetsk oblast,Telmanove raion,47.700319,37.420509,198435,369
417904,33,2,Volnovakha town,near the town of Volnovakha (Donetsk region),Donetsk oblast,Telmanove raion,47.595,37.4825,198435,369
154034,34,2,Karlivka village,Karlivka village,Donetsk oblast,Yasynuvata raion,48.1111,37.4884,199155,369
400197,35,2,Zolotyi Kolodiaz village,"a checkpoint near the village of Zolotoy Kolodets, Dobropolsky district, Donetsk region",Donetsk oblast,Dobropil raion,48.527293,37.237221,199875,369
400200,36,2,Novopavlovka village,"near the village of Novopavlovka, Volnovakha district, Donetsk region",Donetsk oblast,Telmanove raion,47.558159,37.443937,198435,369
406991,37,2,Sloviansk town,Town/City Slavyansk Donetsk region,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154047,38,1,Sloviansk town,Slavyansk town,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154049,39,1,Mariupol town,Mariupol town,Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
154050,40,1,Donetsk International airport,Donetsk Airport,Donetsk oblast,Donetsk City municipality,48.075,37.725556,199156,369
154054,41,1,Horlivka town,Gorlovka/Horlivka town,Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
406994,42,5,Donets Basin Area,a firing position near a checkpoint,NULL,NULL,48.15,38.65,199158,369
154058,43,2,Sloviansk town,near Slavyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154062,44,1,Marynivka border checkpoint,Marynivka border checkpoint,Donetsk oblast,Shaktarsk raion,47.866121,38.858509,198438,369
406995,45,1,Krasnyi Lyman town,"Krasny Lyman, Donetsk region",Donetsk oblast,Krasnyi Lyman City municipality,48.985278,37.811111,199876,369
406996,46,2,Sloviansk town,"Slavyansk, Donetsk region; column of anti-terrorist operation forces moving from Izyum to the Slovyansk area",Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154067,47,1,Sloviansk town,Sloviansk town,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154068,48,2,Sloviansk town,He was killed near Slavyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
407090,49,2,Sloviansk town,near Slavyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154070,50,2,Kramatorsk airfield,Kramatorsk airport,Donetsk oblast,Kramatorsk raion,48.7067,37.6302,199876,369
154177,51,1,Semenivka town,Semenivka town,Donetsk oblast,Kramatorsk raion,48.669793,37.652631,199876,369
407094,52,1,Savur-Mohyla monument,"Saur-Mogila hill, Donetsk region",Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
407096,53,2,Stepanivka village,"near the village. Stepanovka, Donetsk region; Stepanivka, Shakhtarskyi",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
407098,54,3,Amvrosiivka raion,"Amvrosiivskyi district, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.78,38.47,198437,369
407100,55,2,Sloviansk town,near Slovyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
407136,56,2,Sloviansk town,One and a half kilometers from Slovyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154072,57,1,Mariupol town,Mariupol town,Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
154074,58,1,Druzhkivka town,Druzhkivka location near Kramatorsk,Donetsk oblast,Druzhkivka City municipality,48.621389,37.527778,199876,369
154156,59,1,Mariupol town,"Mariupol town; On the outskirts of Mariupol, near the Azovstal plant",Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
407173,60,2,Oleksiivske village,"near the village of Oleksiyivske, Donetsk region; Oleksiyivske, Amvrosiyiv district, Donetsk region.",Donetsk oblast,Amvrosiivka raion,47.815873,38.747537,198438,369
154179,61,2,Krasnyi Lyman town,Krasnii Liman,Donetsk oblast,Krasnyi Lyman City municipality,48.985278,37.811111,199876,369
154178,62,1,Sloviansk town,Sloviansk town,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154405,63,2,Dobropillya town,"near Dobropillya, Donetsk region",Donetsk oblast,Dobropil raion,48.466022,37.086342,199155,369
154404,64,1,Semenivka town,Semenovka town,Donetsk oblast,Kramatorsk raion,48.669793,37.652631,199876,369
154182,65,2,Krasnoarmiiske village,"near Slavyansk town; near Slavyansk in the area of c. Krasnoarmeyskoye, Slavyansky district, Donetsk region",Donetsk oblast,Sloviansk raion,48.818943,37.465983,199875,369
407195,66,2,Panchenkove village,"village Panchenkova, Sverdlovsk district, Luhansk region",Luhansk oblast,Sverdlovsk raion,48.04309,39.76927,199160,369
154408,67,2,Kramatorsk town,"near Kramatorsk town;
Myrne, Slovianskyi region Donetsk region",Donetsk oblast,Kramatorsk raion,48.716667,37.533333,199876,369
407196,68,2,Sloviansk town,at checkpoint No. 5 near Moscow. Slavyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
154409,69,2,Seleznivka village,"checkpoint near Slavyansk town; checkpoint No. 8 near Slavyansk near Seleznevka village, Slavyansky district, Donetsk region",Donetsk oblast,Sloviansk raion,48.862364,37.668482,199876,369
154410,70,1,Donetsk town,Donetsk town (military base in),Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
154412,71,1,Donetsk town,Donetsk Oblast; Donetsk Ministry of Internal Affairs,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
407199,72,5,Donets Basin Area,-,NULL,NULL,48.15,38.65,199158,369
407200,73,2,Kryva Luka village,"near the village of Kryvaya Luka, Donetsk region",Donetsk oblast,Krasnyi Lyman City municipality,48.871492,37.900712,199876,369
407305,74,2,Sloviansk town,at a checkpoint near Slovyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
418937,75,1,Donetsk town,the building of the Donetsk Ministry of Internal Affairs,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
154734,76,4,Donetsk oblast,Donetsk Oblast,Donetsk oblast,NULL,48.14,37.74,199156,369
407331,77,1,Novoazovsk international border checkpoint,at the Novoazovsk checkpoint on the border with Russia in the Donetsk region.,Donetsk oblast,Novoazovsk raion,47.159505,38.234753,197717,369
407334,78,2,Markine village,"near the village of Markine, Novoazovsk district, Donetsk region",Donetsk oblast,Novoazovsk raion,47.189243,38.181733,197717,369
392366,79,5,Siverskyi Donets-Donbas Canal,a pumping station of the Siverskyy Donets-Donbass canal,Donetsk oblast,NULL,48.530658,37.884695,199876,369
154413,80,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
407373,81,2,Sloviansk town,near Slovyansk,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
407414,82,5,Donets Basin Area,in eastern Ukraine,NULL,NULL,48.15,38.65,199158,369
407407,83,2,Sloviansk town,Town/City Slavyansk Donetsk region,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
407408,84,2,Novoselivka Persha village,"near the village of Novoselovka Pervaya, Donetsk region",Donetsk oblast,Yasynuvata raion,48.19606,37.52963,199156,369
407409,85,2,Sloviansk town,Town/City Slavyansk Donetsk region,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
407410,86,2,Sedovo town,"near the village of Sedovo, Donetsk region",Donetsk oblast,Novoazovsk raion,47.073333,38.160219,197717,369
407413,87,2,Amvrosiivka town,"near the town of Amvrosiivka, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
407417,88,2,Sedovo town,near the border post Sedove,Donetsk oblast,Novoazovsk raion,47.073333,38.160219,197717,369
154633,89,2,Dmytrivka village,near the border villages of Krasnaya Zarya and Dmitrovka,Donetsk oblast,Shaktarsk raion,47.933,38.936,198438,369
154652,90,2,Kurakhove town,near Kurakhove; near the town of Karlovka,Donetsk oblast,Marinka City municipality,47.984071,37.277298,198435,369
407452,91,1,Donetsk International airport,on the Donetsk airport (1 km north of the village of Vesele,Donetsk oblast,Donetsk City municipality,48.075,37.725556,199156,369
407453,92,1,Ulyanivka village,"in the village of Ulyanovka, Krasnoarmeysky District, Donetsk Region",Donetsk oblast,Krasnoarmiiskyi raion,48.333062,37.415127,199155,369
408434,93,2,Karlivka village,"near the village of Karlivka, Maryinsky district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.1111,37.4884,199155,369
407513,94,2,Mnohopillya village,"a checkpoint near the village of Mnogopillya, Amvrosievsky district, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.859721,38.219754,198437,369
407503,95,2,Seversk town,near Seversk in the north of the Donetsk region,Donetsk oblast,Artemivsk raion,48.86211,38.096892,199877,369
154666,96,1,Marinka town,"Marinka town, suburb of Donetsk",Donetsk oblast,Marinka City municipality,47.941669,37.504218,198436,369
154667,97,2,Dzerzhynsk town,near Dzerzinsk town,Donetsk oblast,Dzerzhynsk raion,48.397804,37.843767,199156,369
154690,98,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
407527,99,2,Marynivka village,in the area of the border village of Marinovka (Donetsk region),Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
407529,100,2,Marynivka village,an anti-terrorist operation checkpoint near Marinivka near the border village of Chervonaya Zarya (Donetsk region),Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
407555,101,2,Hostre village,"Gostre township, Selydiv City Council, Donetsk Region; near the village of Acute",Donetsk oblast,Marinka City municipality,47.991857,37.402,198435,369
407573,102,2,Kalynove village,"near the village of Kalinovoe, Amvrosiyevsky district, Donetsk region.",Donetsk oblast,Amvrosiivka raion,47.751128,38.69426,198438,369
407598,103,2,Amvrosiivka town,"at military positions near the town of Amvrosiivka, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
407615,104,2,Dibrivka village,"near the village of Dibrovka, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.90157,39.038987,198439,369
407695,105,1,Horlivka town,"on the outskirts of the city of Horlivka, Donetsk region",Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
407696,106,1,Amvrosiivka town,in the town of Amvrosiivka,Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
154676,107,1,Snizhne town,Snizhne town,Donetsk oblast,Snizhne City municipality,48.028278,38.765611,199158,369
407710,108,2,Marynivka village,"A security checkpoint near the border village of Marynivka (Shakhtarskyi district), Donetsk region; village Marinovka, Shakhtarskyi district, Donetsk region; near the village of Marynivka",Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
407729,109,2,Marynivka village,"near the village. Marynivka, Shakhtarskyi district, Donetsk region.",Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
154679,110,1,MH17 crash site,"MH 17 crash site, near Hrabove, Donetsk Oblast",Donetsk oblast,Shaktarsk raion,48.138378,38.639032,199158,369
407739,111,5,Border between Artemivskyi raion (in Donetsk obl.) and Popasnianskyi raion (in Luhansk obl.),"on the outskirts of Artemivsk, Donetsk region, in the direction of m. Popasnoye, Luhansk region",NULL,NULL,48.624,38.244,199877,369
407740,112,2,Tarany village,"a checkpoint near the village of Tarany, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.887225,38.780955,198438,369
407751,113,2,Marynivka village,"near the village of Marinovka, Shakhtersky district, Donetsk region.",Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
407752,114,1,Romanivka village,"in the area of ??the village of Romanivka, Maryinsky district, Donetsk region",Donetsk oblast,Marinka City municipality,47.89935,37.28776,198435,369
154684,115,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
154683,116,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
407777,117,2,Nelipivka village,"near the village of Nelipivka, Donetsk region.",Donetsk oblast,Dzerzhynsk raion,48.352268,37.831553,199156,369
408080,118,4,Donetsk oblast,"near the village of Kamenka, Donetsk region;
pos. Kamenka, Bahmutskiy district, Donetsk region",Donetsk oblast,NULL,48.14,37.74,199156,369
408084,119,2,Pisky village,"near the village of Pisky, Donetsk region; in the village of Peski (Yasinovatsky district) near Donetsk.",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
408085,120,1,Pisky village,"near the village of Pisky, Donetsk region; in the village of Peski (Yasinovatsky district) near Donetsk.",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
408087,121,2,Spartak village,"the military town of the 156th ZRP (later called OP ""Zenith"") near the village. Spartak, Yasynuvata district, Donetsk region.",Donetsk oblast,Yasynuvata raion,48.080536,37.768553,199156,369
408093,122,2,Kozhevnya village,"near the village. Kozhevnya, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.878843,38.927007,198438,369
408170,123,2,Chervonaya Zarya,"near the border village of Chervonaya Zarya, Donetsk region",Donetsk oblast,Shaktarsk raion,47.875309,38.905222,198438,369
408159,124,2,Amvrosiivka town,"near the city of Amvrosiyivka, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
408161,125,2,Marynivka border checkpoint,"in the border area near Amvrosiyivka (Donetsk region), Marynivka checkpoint",Donetsk oblast,Shaktarsk raion,47.866121,38.858509,198438,369
408166,126,2,Amvrosiivka town,in the area of ??Amvrosiyivka (Donetsk region),Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
408168,127,4,Donetsk oblast,near the village of Lozovoe (Bakhmut district),Donetsk oblast,NULL,48.14,37.74,199156,369
408179,128,4,Donetsk oblast,"at checkpoint 9305 near the village of Semigir'ya (Bakhmut district, Donetsk region)",Donetsk oblast,NULL,48.14,37.74,199156,369
408241,129,4,Donetsk oblast,Donetsk region,Donetsk oblast,NULL,48.14,37.74,199156,369
408227,130,2,Pisky village,NULL,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
408278,131,1,Marynivka border checkpoint,on the Marynivka checkpoint,Donetsk oblast,Shaktarsk raion,47.866121,38.858509,198438,369
408238,132,4,Donetsk oblast,a checkpoint of Ukrainian troops in the Donetsk region,Donetsk oblast,NULL,48.14,37.74,199156,369
408234,133,4,Donetsk oblast,"near the town of Popasna, Donetsk region,",Donetsk oblast,NULL,48.14,37.74,199156,369
408277,134,2,Tarany village,"near the village of Tarany, Shakhtyor district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.887225,38.780955,198438,369
154693,135,2,Savur-Mohyla monument,Savur-Mohyla monument,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
154692,136,1,Horlivka town,Gorlivka/Horlivka town,Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
155076,137,1,Horlivka town,Horlivka town,Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
408255,138,1,Horbachevo-Mykhailivka village,"in the village of Gorbachevo-Mykhailivka, Mospyn City Council, Donetsk region",Donetsk oblast,Donetsk City municipality,47.849349,38.00892,198437,369
408258,139,2,Savur-Mohyla monument,on the road near the Saur-Mogila Memorial,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
408261,140,1,Dolzhanskiy border post,Dovzhansky checkpoint (Luhansk region),Luhansk oblast,Sverdlovsk raion,47.848613,39.751691,198440,369
408273,141,1,Torez town,"Town/City Torez, Donetsk region",Donetsk oblast,Torezka raion,48.020595,38.625923,199158,369
408253,142,1,Debaltseve town,near the Debaltseve station,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
417760,143,1,Debaltseve town,"in the city of Debaltseve, Donetsk region",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
408280,144,2,Savur-Mohyla monument,"height Saur-Tomb, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
408281,145,2,Savur-Mohyla monument,"height Saur-Tomb, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
408291,146,4,Donetsk oblast,"near the village of Shakhtarsk, Donetsk region",Donetsk oblast,NULL,48.14,37.74,199156,369
408299,147,2,Dibrivka village,"village Dibrivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.90157,39.038987,198439,369
408303,148,2,Stepanivka village,"near village Stepanivka, Shakhtarskyi district",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
408306,149,2,Stepanivka village,near the village of Stepanovka,Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
154696,150,1,Yasynuvata town,Yasynovata town,Donetsk oblast,Yasynuvata raion,48.127778,37.8625,199156,369
154694,151,1,Horlivka town,Horlivka/Gorlovka town,Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
154697,152,1,Latysheve village,"on the outskirts of Latyshevo, a small village near Stepanovka and Snizhny; in sec. Latishev, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.951526,38.86556,198438,369
154698,153,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
408318,154,2,Kozhevnya village,"on the river Mius near the village. Kozhevnya, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.878843,38.927007,198438,369
408325,155,1,Shakhtarsk town,"Shakhtarsk, Donetsk region.",Donetsk oblast,Shaktarsk City municipality,48.046944,38.468611,199157,369
408334,156,2,Pisky village,near the village of Pisky (Yasynuvata district) near Donetsk.,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
408329,157,2,Stepanivka village,"between the villages of Stepanovka and Dmitrovka, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
408406,158,3,Telmanove raion,near the Mriya country cooperative located in the Volnovakha district,Donetsk oblast,Telmanove raion,47.604978,37.456175,198435,369
408412,159,2,Savur-Mohyla monument,Savur-Mohyla height,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
408421,160,2,Vasilivka village,"the VIPS "" Vasilyevka ""(VPS ""Amvrosiyevka"") near the village of Vasilyevka (Amvrosiyevsky district) in the Donetsk region.",Donetsk oblast,Amvrosiivka raion,47.670718,38.517613,198438,369
154702,161,2,Shakhtarsk town,"Shakhtarsk town; near the city of Shakhtyorsk, Donetsk region.",Donetsk oblast,Shaktarsk City municipality,48.046944,38.468611,199157,369
154703,162,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
408428,163,2,Krasnohorivka town,"near the town of Krasnohorivka, Mariinsky district, Donetsk region",Donetsk oblast,Marinka City municipality,48.006667,37.512778,199156,369
408430,164,2,Avdiivka town,"near the town of Avdiivka, Donetsk region",Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
408431,165,1,Marinka town,"in Maryinka, Donetsk region.",Donetsk oblast,Marinka City municipality,47.941669,37.504218,198436,369
408441,166,2,Petrivske village,"near the village of Petrovskoye, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.942159,38.669939,198438,369
408444,167,2,Paraskoviivka village,"near the village. Paraskoviyivka, Bakhmut district, Donetsk region.",Donetsk oblast,Artemivsk raion,48.658333,37.998295,199876,369
408447,168,5,Donets Basin Area,in the anti-terrorist operation zone,NULL,NULL,48.15,38.65,199158,369
408448,169,2,Stepanivka village,"near the border village of Stepanovka, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
408460,170,2,Kontarnoye village,"near the village of Kontarnoye, Shakhtersky City Council, Donetsk region",Donetsk oblast,Shaktarsk raion,48.085877,38.510555,199158,369
408464,171,1,Dokuchaevsk town,in Dokuchayevsk (Donetsk region),Donetsk oblast,Telmanove raion,47.75046,37.67936,198436,369
408465,172,2,Shakhtarsk town,"Shakhtarsk, Donetsk region",Donetsk oblast,Shaktarsk City municipality,48.046944,38.468611,199157,369
408466,173,2,Orlovo-Ivanivka village,"near the village. Orlovo - Ivanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,48.172573,38.464269,199157,369
154707,174,1,Petrovskyi town,Petrovskyi town,Donetsk oblast,Donetsk City municipality,47.94542,37.617341,198436,369
154732,175,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
408497,176,2,Marinka town,in the battle for the liberation of Marinka on the approaches to Donetsk.,Donetsk oblast,Marinka City municipality,47.941669,37.504218,198436,369
408502,177,2,Stepanivka village,near the village of Stepanovka in the Shakhtyorsky district of Donetsk,Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
408487,178,2,Savur-Mohyla monument,"Savur-Mohyla height, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
408495,179,2,Savur-Mohyla monument,during the battle for Saur-Mogila height,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
154847,180,1,Dmytrivka village,Dmitrovka village,Donetsk oblast,Shaktarsk raion,47.933,38.936,198438,369
154999,181,2,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
155000,182,2,Donetsk town,Donetsk area,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
410213,183,2,Horlivka town,near Horlivka (Donetsk region),Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
410216,184,2,Savur-Mohyla monument,during the storming of the Saur-Mogila hill,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
410220,185,2,Amvrosiivka town,Town/City Amvrosiyivka Donetsk region,Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
410223,186,1,Snizhne town,in the city of Snizhne,Donetsk oblast,Snizhne City municipality,48.028278,38.765611,199158,369
410227,187,2,Savur-Mohyla monument,during the storming of Savur-Mohyla,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
410232,188,1,2S9 No.915 destruction site,"while escaping from the encirclement in the village of Petropavlovsk, Shakhtersky district",Donetsk oblast,Shaktarsk raion,48.149135,38.511568,199158,369
410250,189,1,Savur-Mohyla monument,at the height of Savur-Mohyla,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
410672,190,2,Stepanivka village,"near the village. Stepanovka, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
410675,191,2,Stepanivka village,at the 43rd checkpoint near the village of Stepanovka,Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
410679,192,2,Debaltseve town,"on a National Guard checkpoint on the night of August 6-7 near the town of Debaltseve, Donetsk region",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
410634,193,2,Dmytrivka village,"near the village. Dmytrivka, Shakhtar district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.933,38.936,198438,369
155003,194,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
155252,195,2,Snizhne town,Sniznie town (near),Donetsk oblast,Snizhne City municipality,48.028278,38.765611,199158,369
155005,196,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
410713,197,2,Snizhne town,"in the area of Snizhne, Donetsk region",Donetsk oblast,Snizhne City municipality,48.028278,38.765611,199158,369
410717,198,2,Pisky village,"near the village of Pisky, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
410677,199,2,Savur-Mohyla monument,near the Saur-Mogila hill in the Donetsk region; Saur-Mogila mound in the Donetsk region,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
410722,200,2,Pobeda village,near the village of Pobeda Snezhnyanskaya,Donetsk oblast,Snizhne City municipality,47.978667,38.802594,198438,369
