id,unique_,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,priogrid_gid,country_id
NULL,asd,NULL,#loc+name,NULL,#adm1+name,#adm2+name,#geo+lat,#geo+lon,NULL,NULL
423898,1561,2,Maloorlivka,"near the village of Maloorlivka, Shakhtyor district, Donetsk region",Donetsk oblast,Shaktarsk raion,48.186544,38.347773,199157,369
423899,1562,2,Novoselovka village,"a company stronghold near the village of Novoselovka, Donetsk region",Donetsk oblast,Telmanove raion,47.399611,37.732556,197716,369
423900,1563,2,Troitske village,checkpoint No. 3 near the village of Troitskoye (Popasnyansky district),Luhansk oblast,Popasna raion,48.52804,38.3747,199877,369
423919,1564,1,Svatovo town,"in Svatovo, Luhansk region",Luhansk oblast,Svatove Raion,49.415481,38.156889,200597,369
423928,1565,2,Donetsk International airport,near the Donetsk airport.,Donetsk oblast,Donetsk City municipality,48.075,37.725556,199156,369
423935,1566,2,Redkodub village,the village of Redkodub (Shakhtersky district) near Debaltseve,Donetsk oblast,Shaktarsk raion,48.267328,38.521689,199158,369
423951,1567,2,Spartak village,"in the area of Spartak village, Yasinovatsky district, Donetsk region,",Donetsk oblast,Yasynuvata raion,48.080536,37.768553,199156,369
423955,1568,2,Debaltseve town,"at the Olymp position (ROP Moisha, Debaltseve)",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424832,1569,2,Debaltseve town,near Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
203368,1570,1,Avdiivka town,Avdiivka,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
203365,1571,2,Debaltseve town,Debaltseve (near),Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
423956,1572,1,Hranitne town,the village of Hranitne (Volnovakha district) in the south of Donetsk region,Donetsk oblast,Telmanove raion,47.454602,37.864028,197716,369
424029,1573,2,Lohvynove village,"near the village of Logvinove near Debaltseve, Donetsk region",Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
424030,1574,2,Svetlichne village,"near the village of Svetlichne of the Nizhnyansk village Council (Popasnyansky district, Luhansk region)",Luhansk oblast,Popasna raion,48.286388,39.571989,199160,369
423991,1575,2,Lohvynove village,"near the village of Logvinove in the upper part of the ""Debaltseve performance"" on the highway between m. Debaltseve and Artemivsk metro stations (Donetsk region)",Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
424006,1576,2,Lohvynove village,"near the village of Logvinove, Bakhmut district, Donetsk region",Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
424023,1577,2,Lohvynove village,"Near the village Logvinove, Bakhmut district, Donetsk region",Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
424027,1578,1,Lohvynove village,"in the village of Logvynove, Artemivsk district, Donetsk region",Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
423952,1579,2,Debaltseve town,near Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424032,1580,1,Debaltseve town,"the Moisha ROP in Debaltseve, Donetsk region.",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424033,1581,2,Debaltseve town,the city police department of Debaltseve.,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424034,1582,1,Kramatorsk airfield,the Kramatorsk airfield,Donetsk oblast,Kramatorsk raion,48.7067,37.6302,199876,369
424070,1583,2,Spartak village,"in the area of the village of Spartak, Yasynuvata district, Donetsk region.",Donetsk oblast,Yasynuvata raion,48.080536,37.768553,199156,369
424071,1584,2,Pavlopol village,Pavlopol in the south of Donetsk region,Donetsk oblast,Novoazovsk raion,47.261884,37.783593,197716,369
424031,1585,2,Horlivka town,at a checkpoint near the city of Horlivka (Donetsk region),Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
203377,1586,1,Kramatorsk town,Kramatorsk town,Donetsk oblast,Kramatorsk raion,48.716667,37.533333,199876,369
203393,1587,5,Donets Basin Area,Donets basin,NULL,NULL,48.15,38.65,199158,369
203391,1588,1,Donetsk town,Donetsk,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
203392,1589,2,Debaltseve town,Debaltseve (near),Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424089,1590,2,Debaltseve town,Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424091,1591,2,Debaltseve town,in the Debaltseve area,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424104,1592,2,Dzerzhynsk town,in the Dzerzhinsk area near the city of Horlivka (Donetsk region),Donetsk oblast,Dzerzhynsk raion,48.397804,37.843767,199156,369
424106,1593,2,Debaltseve town,"near the town of Debaltseve, Donetsk region",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424119,1594,2,Sakhanka village,"near the village of Sakhanka (Novoazovsky district, Donetsk region)",Donetsk oblast,Novoazovsk raion,47.128548,37.860607,197716,369
424123,1595,2,Luhanske village,"the battalion's base camp near the village of Luhanske, Bakhmut district, Donetsk region",Donetsk oblast,Artemivsk raion,48.45253,38.245772,199157,369
424170,1596,1,Debaltseve town,"at the Olymp position (ROP Moisha) on the eastern outskirts of Debaltseve, Donetsk region",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424171,1597,2,Debaltseve town,near the town of Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424172,1598,1,Debaltseve town,at the observation post base camp of the 128th brigade in the city of Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424175,1599,1,Lohvynove village,"in the village of Logvinove, located on the Debaltseve — Artemivsk highway (Donetsk region)",Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
424176,1600,2,Novogrigoryevka village,at the Zozo stronghold near the village of Novogrigoryevka,Donetsk oblast,Bakhmut Raion,48.364675,38.41529,199157,369
424180,1601,2,Vodiane village,near the village of Vodiane (Yasinovatsky district) near Donetsk,Donetsk oblast,Novoazovsk raion,47.147911,37.784462,197716,369
203395,1602,1,Shchastya town,"Shchastya, near Luhansk city",Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,199879,369
203396,1603,1,Luhansk town,Luhansk,Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
203397,1604,5,Donets Basin Area,Donbass region,NULL,NULL,48.15,38.65,199158,369
203398,1605,1,Artemivsk town,Artemivsk,Donetsk oblast,Artemivsk city municipality,48.595434,37.994085,199876,369
424185,1606,2,Debaltseve town,"the ROP ""Moisha"" (Debaltseve)",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424200,1607,2,Debaltseve town,at the Kopyo military installation (Debaltseve),Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424201,1608,2,Debaltseve town,near Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424204,1609,2,Debaltseve town,"near Debaltseve, Donetsk region.",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424205,1610,2,Popasna town,near Popasna,Luhansk oblast,Popasna raion,48.633333,38.38,199877,369
425984,1611,2,Oleksiivske village,near the village of Alekseyevka (Velikonovoselkovsky district) Donetsk region,Donetsk oblast,Amvrosiivka raion,47.815873,38.747537,198438,369
424217,1612,2,Luhanske village,in the village of Luhanske (Donetsk region),Donetsk oblast,Artemivsk raion,48.45253,38.245772,199157,369
424218,1613,2,Debaltseve town,In the Debaltseve area,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424240,1614,2,Debaltseve town,near Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424241,1615,1,Petrovskoye village,the village of Petrovskoye near the town of Volnovakha (Donetsk region),Donetsk oblast,Telmanove raion,47.659918,37.164875,198435,369
424244,1616,2,Opytne village,near a dam near the village of Opytne (Yasinovatsky district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
424245,1617,2,Pisky village,"at the ""Cuckoo"" position, 50 meters from the weather station, near the village of Pisky, Yasinovatsky district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
424248,1618,1,Shyrokyne village,"the village of Shyrokyne (Novoazovsky district, Donetsk region)",Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
203399,1619,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
203402,1620,1,Lohvynove village,Lohvynove village,Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
203403,1621,2,Debaltseve town,near Debaltsevo,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
203401,1622,1,Popasna town,Popasna,Luhansk oblast,Popasna raion,48.633333,38.38,199877,369
424251,1623,2,Debaltseve town,near Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424253,1624,2,Lohvynove village,near Logvinove,Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
424254,1625,2,Nizhni Lozovoe village,near the village of Nizhni Lozovoe,Donetsk oblast,Bakhmut Raion,48.402567,38.354566,199157,369
424259,1626,2,Shyrokyne village,near the village of Shyrokyne,Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
424296,1627,4,Luhansk oblast,Luhansk obls,Luhansk oblast,NULL,48.92,39.02,199879,369
424297,1628,2,Debaltseve town,near Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424298,1629,2,Nizhni Lozovoe village,near the village of Nizhni Lozovoe,Donetsk oblast,Bakhmut Raion,48.402567,38.354566,199157,369
424300,1630,5,Donets Basin Area,in the anti-terrorist operation zone,NULL,NULL,48.15,38.65,199158,369
424302,1631,2,Novogrigoryevka village,"near the village of Novogrigoryevka, Bakhmut district, Donetsk region",Donetsk oblast,Bakhmut Raion,48.364675,38.41529,199157,369
424303,1632,2,Praskoviivka village,"near the village of Praskoviivka, Bakhmut district, Donetsk region",Donetsk oblast,Bakhmut Raion,48.659076,38.000584,199877,369
424831,1633,2,Shyrokyne village,"the village of Shyrokyne (Novoazovsky district, Donetsk region)",Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
424319,1634,2,Chornukhyne village,"near Debaltseve near the village of Chernukhino (Popasnyansky district, Luhansk region)",Luhansk oblast,Popasna raion,48.322823,38.514275,199158,369
424320,1635,1,Fashchivka village,the control checkpoint of the village of Faschovka (Perevalsky district) Luhansk region near Debaltseve,Luhansk oblast,Perevalsk raion,48.2736,38.60835,199158,369
424322,1636,2,Debaltseve town,near the Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424333,1637,2,Debaltseve town,near the town of Debaltseve.,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424335,1638,1,Debaltseve town,Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
424350,1639,1,Luhanske village,In the village of Luhanske,Donetsk oblast,Artemivsk raion,48.45253,38.245772,199157,369
424351,1640,2,Nizhni Lozovoe village,Near the village of Nizhni Lozovoe,Donetsk oblast,Bakhmut Raion,48.402567,38.354566,199157,369
424403,1641,2,Luhanske village,"near the village of Luhanske, near the town of Debaltseve.",Donetsk oblast,Artemivsk raion,48.45253,38.245772,199157,369
424405,1642,1,Kamenka village,the village of Kamenka (Bakhmut district) near Debaltseve,Donetsk oblast,Artemivsk raion,48.24577,38.485801,199157,369
424830,1643,2,Lohvynove village,near the village of Logvinove (Bakhmut district),Donetsk oblast,Artemivsk raion,48.379985,38.345045,199157,369
425987,1644,2,Myronivske village,"near the settlement of Myronivske, Donetsk region",Donetsk oblast,Bakhmut Raion,48.462131,38.269758,199157,369
424833,1645,2,Kalinovka village,near the village of Kalinovka (Bakhmut district,Donetsk oblast,Bakhmut Raion,48.61137,37.863142,199876,369
425964,1646,2,Novogrigoryevka village,"near the village of Novogrigoryevka, Bakhmut district, Donetsk region",Donetsk oblast,Bakhmut Raion,48.364675,38.41529,199157,369
203406,1647,2,Debaltseve town,Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
203407,1648,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
425966,1649,2,Chornukhyne village,"in Chernukhino (Popasnyansky district, Luhansk region)",Luhansk oblast,Popasna raion,48.322823,38.514275,199158,369
425969,1650,2,Opytne village,near the village of Opytnoye (Yasinovatsky district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
425973,1651,2,Pisky village,"near the village of Pisky, Donetsk region.",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
425990,1652,1,Shyrokyne village,in the village of Shyrokyne (Donetsk region) near Mariupol,Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
425995,1653,1,Pisky village,in the village of Peski (Yasinovatsky district),Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
425996,1654,2,Shyrokyne village,in the settlements of Shyrokyne – Sakhanka,Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
425997,1655,2,Umanskoye village,"near the village of Umanskoye, Yasynuvata district, Donetsk region",Luhansk oblast,Zhovtnevyi raion,48.154226,37.569455,199156,369
426039,1656,1,Mariupol town,in the city of Mariupol on Pashkovsky Street,Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
426040,1657,1,Sokolniki village,in the village of Sokolniki (Pustomytovsky district) near Lviv,Luhansk oblast,Novoaidar raion,48.747975,38.870391,199878,369
203413,1658,2,Vodiane village,near the village of Vodiane (Donetsk region),Donetsk oblast,Novoazovsk raion,47.147911,37.784462,197716,369
426041,1659,2,Pisky village,"near the village of Pisky, Donetsk region",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
426043,1660,1,Pisky village,"in the village of Peski, Donetsk region",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203415,1661,1,Pisky village,Pesky village,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203418,1662,2,Avdiivka town,"near Avdiivka, Donetsk region.",Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
428093,1663,4,Donetsk oblast,in Slavyansk (Donetsk region),Donetsk oblast,NULL,48.14,37.74,199156,369
428094,1664,2,Pavlopol village,in the area of ??Mariupol between the villages of Pavlopol and Pyshchevyk,Donetsk oblast,Novoazovsk raion,47.261884,37.783593,197716,369
203419,1665,2,Novotoshkivske village,near the 29th checkpoint of the Bakhmutka highway near the town of Novotoshkivske,Luhansk oblast,Popasna raion,48.724788,38.63232,199878,369
203420,1666,1,Hranitne town,"Granite, Volnovakha district, Donetsk region.",Donetsk oblast,Telmanove raion,47.454602,37.864028,197716,369
428096,1667,2,Mykolaivka Druha village,near the village Mykolayivka Druha (route Artemivsk - Horlivka),Donetsk oblast,Bakhmut Raion,48.470712,38.010508,199157,369
428158,1668,2,Luhanske village,"at the Pavlo-30 military unit near the village of Luhansk, Donetsk region",Donetsk oblast,Artemivsk raion,48.45253,38.245772,199157,369
203424,1669,2,Shyrokyne village,"near the village of Shyrokyne, Novoazovsky district, Donetsk region",Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
428161,1670,2,Avdiivka town,near the city of Avdiivka near Donetsk airport.,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
428176,1671,2,Slavne village,"near Slavne, Maryinsky district, Donetsk region",Donetsk oblast,Maryinsky raion,47.834265,37.566331,198436,369
428177,1672,1,Zlatoustivka village,in the village of Zlatoustivka (Volnovakha district) Donetsk region,Donetsk oblast,Volnovakha Raion,47.488133,37.32458,197715,369
203425,1673,2,Artemivsk town,"in the area of Artemivsk, Donetsk region",Donetsk oblast,Artemivsk city municipality,48.595434,37.994085,199876,369
428178,1674,2,Mariupol town,"near the city of Mariupol, Dontesk region",Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
428180,1675,2,Krymskie village,"near the village of Krymske, Novoaydarsky district, Luhansk region",Luhansk oblast,Slovianoserbsk raion,48.75,38.8,199878,369
428181,1676,2,Novhorodske town,"near Novgorodskoye, Donetsk region",Donetsk oblast,Dzerzhynsk raion,48.3269,37.84683,199156,369
428182,1677,6,Ukraine,Unknown,NULL,NULL,49,32,200585,369
428185,1678,2,Krasnohorivka town,near Krasnohorivka (Donetsk region).,Donetsk oblast,Marinka City municipality,48.006667,37.512778,199156,369
203426,1679,2,Pisky village,near Pisky village,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203504,1680,5,Donets Basin Area,Line of conflict,NULL,NULL,48.15,38.65,199158,369
203509,1681,2,Nizhni Lozovoe village,"near the village of Nizhni Lozovoe, Donetsk region",Donetsk oblast,Bakhmut Raion,48.402567,38.354566,199157,369
203514,1682,1,Kostiantynivka town,Konstantinovka town,Donetsk oblast,Kostiantynivka raion,48.533333,37.716667,199876,369
203507,1683,2,Zaichenko village,Zaichenko in the Mariupol district (near),Donetsk oblast,Novoazovsk raion,47.18316,37.862063,197716,369
428189,1684,2,Avdiivka town,near the city of Avdiivka (Donetsk region),Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
203520,1685,2,Stanytsia Luhanska village,"near the village of Stanytsia Luhanska, Luhansk region",Luhansk oblast,Luhansk City municipality,48.694329,39.453292,199879,369
428447,1686,2,Pisky village,near the village of Pisky (Yasynuvata district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
428202,1687,2,Orikhove village,a Ukrainian military checkpoint on the Bakhmutka highway near the village of Orekhovo (Popasnyansky district) Luhansk region.,Luhansk oblast,Popasna raion,48.722187,38.567436,199878,369
428272,1688,2,Opytne village,"near Opytne, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
203523,1689,1,Avdiivka town,Avdiyivka town,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
203524,1690,1,Shyrokyne village,Shyrokyne village,Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
203526,1691,1,Vuhlehirsk village,Vuglegirsk,Donetsk oblast,Horlivka City municipality,48.313148,38.277561,199157,369
203528,1692,2,Hnutove village,"near the village of Hnutovo, Mariupol.",Donetsk oblast,Mariupol City municipality,47.21027,37.75273,197716,369
203529,1693,2,Novotoshkivske village,"on the outskirts of SMT Novotoshkivske, Popasnyansky district, Luhansk region, near the Proletarskaya mine",Luhansk oblast,Popasna raion,48.724788,38.63232,199878,369
203619,1694,2,Artemivsk town,"road between Horlivka and Artemivsk, near Artemivsk across the ceasefire line, at the border",Donetsk oblast,Artemivsk city municipality,48.595434,37.994085,199876,369
428291,1695,2,Sloviansk town,NULL,Donetsk oblast,Sloviansk raion,48.853333,37.625,199876,369
428287,1696,2,Avdiivka town,"in the area of Avdiivka, Donetsk region",Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
203616,1697,1,Donetsk town,Donetsk,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
203611,1698,5,Donets Basin Area,conflict area,NULL,NULL,48.15,38.65,199158,369
203612,1699,1,Horlivka town,Gorlovka,Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
428301,1700,2,Pisky village,near the village of Pisky (Yasynuvata district),Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
428903,1701,1,Sukha Balka village,a checkpoint in the village of Sukha Balka in the Donetsk region,Donetsk oblast,Yasynuvata raion,48.319221,37.760526,199156,369
428299,1702,2,Lysychansk town,"near the town of Lysychansk, Luhansk region.",Luhansk oblast,Lysychanska raion,48.910332,38.422454,199877,369
428300,1703,2,Horlivka town,"near Gorlovka, Donetsk region",Donetsk oblast,Horlivka City municipality,48.3,38.05,199157,369
203627,1704,1,Shyrokyne village,Shyrokyne,Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
428302,1705,2,Starobilsk village,"near Starobilsk, Luhansk region",Luhansk oblast,Starobilsk raion,49.278294,38.919568,200598,369
428309,1706,2,Kodema village,"near Kodema, Bakhmut district, Donetsk region",Donetsk oblast,Artemivsk raion,48.470675,38.084491,199157,369
203628,1707,2,Hranitne town,"near the village of Hranitne, Volnovakha district, Donetsk region",Donetsk oblast,Telmanove raion,47.454602,37.864028,197716,369
428448,1708,1,Mariupol town,"Mariupol, Donetsk region",Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
203633,1709,2,Avdiivka town,around Avdiivka,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
203635,1710,2,Shchastya town,near the town of Schastye,Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,199879,369
203637,1711,2,Shyrokyne village,near the village of Shyrokyne (Donetsk region),Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
428668,1712,1,Borivske village,in the village of Borivske near Severodonetsk,Luhansk oblast,Popasna raion,48.867456,38.56303,199878,369
428673,1713,1,Pisky village,in the village of Pisky (Yasynuvata district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203638,1714,1,Opytne village,the village of Opytne (Yasinovatsky district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
428674,1715,2,Sontsivka village,"near the village of Krasne, Krasnoarmeysky district, Donetsk region",Donetsk oblast,Krasnoarmiiskyi raion,48.045922,37.188833,199155,369
428677,1716,2,Vrubivka village,"in the area of ??Vrubivka village, Popasnyansky district, Luhansk region",Luhansk oblast,Popasna raion,48.741913,38.373666,199877,369
428772,1717,2,Berezovoe village,"near the village Berezovo, Maryinsky district, Donetsk region",Donetsk oblast,Marinka City municipality,47.769334,37.582322,198436,369
428773,1718,2,Starognativka village,"near the village Starognativka, Volnovakha district, Donetsk region",Donetsk oblast,Telmanove raion,47.538939,37.776704,198436,369
428774,1719,1,Zaitseve village,"in the village Zaitsevo, Bakhmut district, Donetsk region",Donetsk oblast,Horlivka City municipality,48.41955,38.032433,199157,369
203645,1720,2,Volnovakha town,"in the area of ??Volnovakha, Donetsk region",Donetsk oblast,Telmanove raion,47.595,37.4825,198435,369
203653,1721,2,Avdiivka town,near the city of Avdiivka (Donetsk region),Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
428779,1722,2,Pisky village,on the outskirts of the village of Pisky (Yasynuvata district),Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
428780,1723,2,Pisky village,near the village Pisky of Donetsk region,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203656,1724,2,Pisky village,near Pisky,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203661,1725,2,Donetsk International airport,near Donetsk Airport,Donetsk oblast,Donetsk City municipality,48.075,37.725556,199156,369
428783,1726,1,Pisky village,in the village of Pisky (Yasynuvata district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
428785,1727,2,Shyrokyne village,near the village of Shirokino (Donetsk region),Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
428818,1728,2,Kostiantynivka town,"in the area of ??Kostiantynivka, Donetsk region",Donetsk oblast,Kostiantynivka raion,48.533333,37.716667,199876,369
428820,1729,2,Pisky village,near the village Pisky of Donetsk region,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203663,1730,1,Pisky village,village of Pisky,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
428822,1731,5,Donets Basin Area,in Donbass,NULL,NULL,48.15,38.65,199158,369
428897,1732,2,Pisky village,near the village of Pisky (Yasynuvata district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
428898,1733,2,Opytne village,near the village of Opytne (Yasynuvata district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
203665,1734,1,Novomarivka village,Novomaryevka,Donetsk oblast,Dobropil raion,48.426833,36.855864,199154,369
203667,1735,2,Shyrokyne village,"near the village of Shirokino (Novoazovsk district, Donetsk region)",Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
203666,1736,2,Hranitne town,"near the village of Granitne (Volnova district), Donetsk region",Donetsk oblast,Telmanove raion,47.454602,37.864028,197716,369
428904,1737,6,Ukraine,Unknown,NULL,NULL,49,32,200585,369
428931,1738,2,Opytne village,"near the village Opytne, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
428932,1739,1,Spartak village,"Spartak, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.080536,37.768553,199156,369
203668,1740,2,Volnovakha town,near the town of Volnovakha (Donetsk region).,Donetsk oblast,Telmanove raion,47.595,37.4825,198435,369
203669,1741,5,Donets Basin Area,conflict area,NULL,NULL,48.15,38.65,199158,369
203670,1742,2,Pisky village,"near Pisky, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
203671,1743,4,Donetsk oblast,Donetsk oblast,Donetsk oblast,NULL,48.14,37.74,199156,369
203672,1744,2,Shyrokyne village,Shirokino,Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
203673,1745,1,Donetsk town,"Kuybyshevsky district [of Donetsk],",Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
203674,1746,2,Novohryhorivka village,"near the village of Novohryhorivka, Volnovakha district, Donetsk region",Donetsk oblast,Volnovakha Raion,48.363831,38.414283,199157,369
428974,1747,2,Opytne village,near the village of Opytne (Yasynuvata district) near Donetsk,Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
203677,1748,1,Shyrokyne village,"village of Shirokino (Novoazovsk district, Donetsk region)",Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
203678,1749,1,Marinka town,Marinka town,Donetsk oblast,Marinka City municipality,47.941669,37.504218,198436,369
203679,1750,4,Donetsk oblast,Donetsk oblast,Donetsk oblast,NULL,48.14,37.74,199156,369
203680,1751,4,Luhansk oblast,Lugansk oblast,Luhansk oblast,NULL,48.92,39.02,199879,369
203681,1752,4,Donetsk oblast,Donetsk oblast,Donetsk oblast,NULL,48.14,37.74,199156,369
429029,1753,2,Orikhovo-Vasylivka village,"near the village of Orikhovo-Vasylivka, Bakhmut district (Donetsk region)",Donetsk oblast,Bakhmut Raion,48.683683,37.873881,199876,369
429031,1754,2,Pisky village,near the village of Pisky (Yasynuvata district),Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
429036,1755,2,Troitske village,"near Troitskoe village, Luhansk region",Luhansk oblast,Popasna raion,48.52804,38.3747,199877,369
429102,1756,5,Donets Basin Area,Unknown,NULL,NULL,48.15,38.65,199158,369
203682,1757,2,Donetsk International airport,Donetsk Airport (near),Donetsk oblast,Donetsk City municipality,48.075,37.725556,199156,369
203683,1758,2,Avdiivka town,close to the frontline town of Avdiivka,Donetsk oblast,Avdiivka city municipality,48.145278,37.745,199156,369
203684,1759,2,Svitlodarsk town,near the city of Svitlodarsk (Donetsk region),Donetsk oblast,Artemivsk raion,48.435297,38.220482,199157,369
429039,1760,2,Volnovakha town,near the city of Volnovakha (Donetsk region),Donetsk oblast,Telmanove raion,47.595,37.4825,198435,369
429103,1761,2,Marinka town,near the town of Marinka near Donetsk,Donetsk oblast,Marinka City municipality,47.941669,37.504218,198436,369
429126,1762,2,Borivske village,"near the village of Borivske, Severodonetsk City Council, Luhansk region",Luhansk oblast,Popasna raion,48.867456,38.56303,199878,369
429127,1763,2,Chervonyi Zhovten village,"near the village of Chervonyi Zhovten (Stanychno-Luhanskyi district), Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,47.850252,39.139806,198439,369
203685,1764,2,Luhanske village,near the village of Lugansk (Donetsk region),Donetsk oblast,Artemivsk raion,48.45253,38.245772,199157,369
