connection_id,source_id,original_id
1796,8523,23
1797,8524,23
1798,8525,23
1799,8526,23
1800,8527,23
1801,8528,23
1802,8529,23
1803,8530,112
1804,8532,112
1805,8533,112
1806,8534,112
1807,8535,23
1808,8536,23
1809,8537,93
1810,8538,23
1811,8539,23
1812,8540,23
1813,8541,23
1814,8542,23
1815,8543,23
1816,8544,23
1817,8545,112
1818,8546,112
1819,8547,112
1820,8548,112
1821,8549,23
1822,8550,108
1823,8551,108
1824,8552,23
1825,8553,23
1826,8554,23
1827,8555,23
1828,8556,23
1829,8557,23
1830,8558,108
1831,8559,108
1832,8560,113
1833,8561,113
1834,8562,113
1835,8563,113
1836,8564,113
1837,8565,113
1838,8566,114
1839,8567,114
1840,8568,114
1841,8569,114
1842,8570,114
1843,8571,114
1844,8572,114
1845,8573,114
1846,8574,23
1847,8575,23
1848,8576,23
1849,8577,23
1850,8578,113
1851,8579,113
1852,8580,113
1853,8581,23
1854,8582,23
1855,8583,23
1856,8584,23
1857,8585,23
1858,8586,23
1859,8587,23
1860,8588,23
1861,8589,108
1862,8590,108
1863,8591,23
1864,8592,23
1865,8593,23
1866,8594,23
1867,8595,108
1868,8596,108
1869,8597,23
1870,8598,23
1871,8599,23
1872,8600,23
1873,8601,23
1874,8602,23
1875,8603,23
1876,8604,23
1877,8605,115
1878,8606,23
1879,8607,112
1880,8608,112
1881,8609,112
1882,8610,112
1883,8611,23
1884,8612,23
1885,8613,23
1886,8614,23
1887,8615,23
1888,8616,23
1889,8617,23
1890,8618,434
1891,8619,23
1892,8620,23
1893,8621,23
1894,8622,23
1895,8623,23
1896,8624,23
1897,8625,23
1898,8626,23
1899,8627,23
1900,8628,112
1901,8629,112
1902,8630,112
1903,8631,112
1904,8632,113
1905,8633,113
1906,8634,113
1907,8635,23
1908,8636,23
1909,8637,98
1910,8638,116
1911,8639,116
1912,8640,116
1913,8641,116
1914,8642,116
1915,8643,116
1916,8644,116
1917,8645,116
1918,8646,116
1919,8647,23
1920,8648,108
1921,8649,108
1922,8650,23
1923,8651,23
1924,8652,23
1925,8653,23
1926,8654,117
1927,8655,23
1928,8656,23
1929,8657,23
1930,8658,23
1931,8659,23
1932,8660,23
1933,8661,23
1934,8662,23
1935,8663,23
1936,8664,23
1937,8665,23
1938,8666,23
1939,8667,23
1940,8668,23
1941,8669,23
1942,8670,23
1943,8671,23
1944,8672,23
1945,8673,23
1946,8674,23
1947,8675,23
1948,8676,23
1949,8677,23
1950,8678,23
1951,8679,23
1952,8680,23
1953,8681,23
1954,8682,23
1955,8683,23
1956,8684,23
1957,8685,23
1958,8686,23
1959,8687,23
1960,8688,23
1961,8689,23
1962,8690,23
1963,8691,23
1964,8692,23
1965,8693,23
1966,8694,23
1967,8695,23
1968,8696,23
1969,8697,23
1970,8698,23
1971,8699,23
1972,8700,23
1973,8701,23
1974,8702,23
1975,8703,23
1976,8704,23
1977,8705,23
1978,8706,23
1979,8707,23
1980,8708,23
1981,8709,23
1982,8710,23
1983,8711,23
1984,8712,23
1985,8713,23
1986,8714,113
1987,8715,113
1988,8716,113
1989,8717,23
1990,8718,23
1991,8719,23
1992,8720,23
1993,8721,23
1994,8722,113
1995,8723,113
1996,8724,113
1997,8725,23
1998,8726,23
1999,8727,23
2000,8728,23
2001,8729,23
2002,8730,23
2003,8731,23
2004,8732,23
2005,8733,23
2006,8734,23
2007,8735,23
2008,8736,23
2009,8737,23
2010,8738,23
2011,8739,23
2012,8740,23
2013,8741,23
2014,8742,23
2015,8743,23
2016,8744,23
2017,8745,23
2018,8746,23
2019,8747,23
2020,8748,23
2021,8749,23
2022,8750,23
2023,8751,23
2024,8752,23
2025,8753,23
2026,8754,23
2027,8755,23
2028,8756,23
2029,8757,23
2030,8758,23
2031,8759,23
2032,8760,23
2033,8761,23
2034,8762,23
2035,8763,23
2036,8764,23
2037,8765,23
2038,8766,23
2039,8767,23
2040,8768,23
2041,8769,23
2042,8770,23
2043,8771,23
2044,8772,23
2045,8773,23
2046,8774,23
2047,8775,23
2048,8776,23
2049,8777,23
2050,8778,23
2051,8779,23
2052,8780,23
2053,8781,23
2054,8782,23
2055,8783,23
2056,8784,23
2057,8785,23
2058,8786,23
2059,8787,23
2060,8788,23
2061,8789,23
2062,8790,23
2063,8791,23
2064,8792,23
2065,8793,23
2066,8794,23
2067,8795,23
2068,8796,23
2069,8797,23
2070,8798,23
2071,8799,23
2072,8800,23
2073,8801,23
2074,8802,23
2075,8803,23
2076,8804,23
2077,8805,23
2078,8806,23
2079,8807,23
2080,8808,23
2081,8809,23
2082,8810,23
2083,8811,23
2084,8812,23
2085,8813,23
2086,8814,23
2087,8815,23
2088,8816,23
2089,8817,23
2090,8818,23
2091,8819,23
2092,8820,23
2093,8821,23
2094,8822,23
2095,8823,23
2096,8824,23
2097,8825,23
2098,8826,23
2099,8827,23
2100,8828,23
2101,8829,23
2102,8830,23
2103,8831,23
2104,8832,23
2105,8833,23
2106,8834,23
2107,8835,23
2108,8836,23
2109,8836,23
2110,8837,23
2111,8838,23
2112,8839,23
2113,8840,23
2114,8841,23
2115,8842,23
2116,8843,23
2117,8844,23
2118,8845,23
2119,8846,23
2120,8847,23
2121,8848,23
2122,8849,23
2123,8850,23
2124,8851,23
2125,8852,23
2126,8853,23
2127,8854,23
2128,8855,23
2129,8856,23
2130,8857,23
2131,8858,23
2132,8859,23
2133,8860,23
2134,8861,23
2135,8862,23
2136,8863,23
2137,8864,23
2138,8864,23
2139,8865,23
2140,8865,23
2141,8866,23
2142,8867,23
2143,8868,23
2144,8868,23
2145,8869,23
2146,8870,23
2147,8871,23
2148,8872,23
2149,8873,23
2150,8874,23
2151,8874,23
2152,8874,23
2153,8874,23
2154,8875,23
2155,8875,23
2156,8875,23
2157,8875,23
2158,8876,23
2159,8876,23
2160,8876,23
2161,8876,108
2162,8877,108
2163,8878,112
2164,8879,112
2165,8880,112
2166,8881,112
2167,8881,23
2168,8882,23
2169,8882,23
2170,8883,118
2171,8883,118
2172,8884,118
2173,8884,118
2174,8885,118
2175,8885,118
2176,8886,117
2177,8886,23
2178,8887,23
2179,8887,23
2180,8887,23
2181,8888,23
2182,8888,23
2185,8889,23
2186,8889,23
2187,8890,23
2188,8890,23
2189,8890,23
2190,8891,23
2191,8891,23
2192,8891,23
2193,8892,23
2194,8892,120
2195,8892,121
2196,8893,115
2197,8894,122
2198,8895,122
2199,8896,122
2200,8897,122
2201,8898,122
2202,8899,23
2203,8900,23
2204,8901,113
2205,8902,113
2206,8903,113
2207,8904,23
2208,8905,14
2209,8906,23
2210,8907,23
2211,8908,23
2212,8909,23
2213,8910,113
2214,8911,113
2215,8912,113
2216,8913,108
2217,8914,108
2218,8915,23
2219,8916,23
2220,8917,23
2221,8918,23
2222,8919,23
2223,8920,123
2224,8920,98
2225,8921,35
2226,8921,98
2227,8922,35
2228,8922,23
2229,8923,23
2230,8923,27
2231,8924,124
2232,8924,125
2233,8924,126
2234,8925,23
2235,8926,127
2236,8927,128
2237,8928,21
2238,8929,46
2239,8930,84
2240,8931,35
2241,8932,21
2242,8933,46
2243,8934,84
2244,8935,35
2245,8936,21
2246,8937,46
2247,8938,84
2248,8939,35
2249,8940,129
2250,8941,23
2251,8942,23
2252,8943,23
2253,8944,130
2254,8945,35
2255,8946,23
2256,8947,130
2257,8948,35
2258,8949,23
2259,8950,130
2260,8951,35
2261,8952,23
2262,8953,130
2263,8954,35
2264,8955,23
2265,8956,130
2266,8957,35
2267,8958,23
2268,8959,130
2269,8960,35
2270,8961,23
2271,8962,131
2272,8963,132
2273,8964,20
2274,8965,131
2275,8966,132
2276,8967,20
2277,8968,131
2278,8969,132
2279,8970,20
2280,8971,131
2281,8972,132
2282,8973,20
2283,8974,131
2284,8975,132
2285,8976,20
2286,8977,131
2287,8978,132
2288,8979,20
2289,8979,108
2290,8980,108
2291,8981,23
2292,8982,79
2293,8983,79
2294,8984,79
2295,8985,23
2296,8986,23
2297,8987,23
2298,8988,23
2299,8989,23
2300,8990,23
2301,8991,35
2302,8992,23
2303,8993,23
2304,8994,23
2305,8995,72
2306,8996,72
2307,8997,23
2308,8998,23
2309,8999,23
2310,9000,23
2311,9001,133
2312,9002,73
2313,9003,23
2314,9004,73
2315,9005,23
2316,9006,134
2317,9007,23
2318,9008,134
2319,9009,23
2320,9010,135
2321,9011,136
2322,9012,23
2323,9013,135
2324,9014,136
2325,9015,23
2326,9016,135
2327,9017,136
2328,9018,23
2329,9019,28
2330,9020,76
2331,9021,28
2332,9022,137
2333,9023,68
2334,9024,47
2335,9025,47
2336,9026,23
2337,9027,23
2338,9028,23
2339,9029,23
2340,9030,47
2341,9031,47
2342,9032,138
2343,9033,138
2344,9034,139
2345,9035,23
2346,9036,23
2347,9037,23
2348,9038,23
2349,9039,47
2350,9040,47
2351,9041,140
2352,9042,23
2353,9043,140
2354,9044,23
2355,9045,140
2356,9046,23
2357,9047,23
2358,9048,47
2359,9049,47
2360,9050,23
2361,9051,23
2362,9052,23
2363,9053,47
2364,9054,47
2365,9055,23
2366,9056,23
2367,9057,23
2368,9058,23
2369,9059,23
2370,9060,141
2371,9061,142
2372,9062,23
2373,9063,47
2374,9064,47
2375,9065,23
2376,9066,23
2377,9067,143
2378,9068,90
2379,9069,23
2380,9070,90
2381,9071,23
2382,9072,23
2383,9073,23
2384,9074,23
2385,9075,23
2386,9076,23
2387,9077,23
2388,9078,23
2389,9079,23
2390,9080,23
2391,9081,23
2392,9082,23
2393,9083,144
2394,9084,145
2395,9085,23
2396,9086,23
2397,9087,23
2398,9088,23
2399,9089,23
2400,9090,23
2401,9091,146
2402,9092,146
2403,9093,7
2404,9094,23
2405,9095,23
2406,9096,147
2407,9097,147
2408,9098,95
2409,9099,23
2410,9100,23
2411,9101,47
2412,9102,47
2413,9103,23
2414,9104,23
2415,9105,23
2416,9106,23
2417,9107,23
2418,9108,23
2419,9109,47
2420,9110,47
2421,9111,23
2422,9112,23
2423,9113,23
2424,9114,47
2425,9115,47
2426,9116,23
2427,9117,23
2428,9118,23
2429,9119,23
2430,9120,23
2431,9121,23
2432,9122,23
2433,9123,23
2434,9124,23
2435,9125,23
2436,9126,23
2437,9127,23
2438,9128,23
2439,9129,101
2440,9130,23
2441,9131,23
2442,9132,23
2443,9133,23
2444,9134,23
2445,9135,122
2446,9136,122
2447,9137,122
2448,9138,122
2449,9139,122
2450,9140,23
2451,9141,23
2452,9142,23
2453,9143,23
2454,9144,23
2455,9145,23
2456,9146,23
2457,9147,23
2458,9148,23
2459,9149,23
2460,9150,23
2461,9151,23
2462,9152,23
2463,9153,23
2464,9154,23
2465,9155,23
2466,9156,23
2467,9157,23
2468,9158,23
2469,9159,23
2470,9160,23
2471,9161,23
2472,9162,23
2473,9163,23
2474,9164,23
2475,9165,23
2476,9166,23
2477,9167,148
2478,9168,148
2479,9169,23
2480,9170,23
2481,9171,23
2482,9172,23
2483,9173,23
2484,9174,108
2485,9175,108
2486,9176,23
2487,9177,23
2488,9178,149
2489,9179,23
2490,9180,23
2491,9181,23
2492,9182,108
2493,9183,108
2494,9184,23
2495,9185,23
2496,9186,108
2497,9187,108
2498,9188,23
2499,9189,23
2500,9190,23
2501,9191,23
2502,9192,23
2503,9193,23
2504,9194,23
2505,9195,23
2506,9196,23
2507,9197,23
2508,9198,23
2509,9199,23
2510,9200,23
2511,9201,23
2512,9202,23
2513,9203,23
2514,9204,108
2515,9205,108
2516,9206,23
2517,9207,23
2518,9208,23
2519,9209,23
2520,9210,23
2521,9211,23
2522,9212,23
2523,9213,23
2524,9214,112
2525,9215,112
2526,9216,112
2527,9217,112
2528,9218,23
2529,9219,23
2530,9220,23
2531,9221,23
2532,9222,23
2533,9223,23
2534,9224,23
2535,9225,23
2536,9226,23
2537,9227,108
2538,9228,108
2539,9229,23
2540,9230,23
2541,9231,23
2542,9232,23
2543,9233,23
2544,9234,23
2545,9235,23
2546,9236,23
2547,9236,23
2548,9237,23
2549,9238,23
2550,9238,108
2551,9239,108
2552,9240,23
2553,9241,23
2554,9242,23
2555,9243,23
2556,9244,23
2557,9245,23
2558,9246,23
2559,9247,23
2560,9248,23
2561,9249,23
2562,9250,23
2563,9251,23
2564,9252,23
2565,9253,23
2566,9254,23
2567,9255,23
2568,9256,23
2569,9257,23
2570,9258,23
2571,9259,23
2572,9260,23
2573,9261,23
2574,9262,23
2575,9263,23
2576,9264,23
2577,9265,23
2578,9266,23
2579,9267,23
2580,9268,23
2581,9269,23
2582,9270,23
2583,9271,23
2584,9272,23
2585,9273,23
2586,9274,23
2587,9275,23
2588,9276,23
2589,9277,150
2590,9278,150
2591,9279,150
2592,9280,150
2593,9281,150
2594,9282,23
2595,9283,23
2596,9284,23
2597,9285,23
2598,9286,23
2599,9287,23
2600,9288,23
2601,9289,23
2602,9290,23
2603,9291,23
2604,9292,23
2605,9293,23
2606,9294,23
2607,9295,23
2608,9296,23
2609,9297,23
2610,9297,23
2611,9298,113
2612,9299,113
2613,9300,113
2614,9301,23
2615,9302,23
2616,9303,23
2617,9304,23
2618,9305,23
2619,9306,23
2620,9307,23
2621,9308,23
2622,9309,23
2623,9310,23
2624,9311,23
2625,9312,23
2626,9313,113
2627,9314,113
2628,9315,113
2629,9316,23
2630,9317,23
2631,9318,23
2632,9319,23
2633,9320,23
2634,9321,23
2635,9322,23
2636,9323,23
2637,9324,23
2638,9325,23
2639,9326,23
2640,9327,93
2641,9328,93
2642,9329,28
2643,9330,23
2644,9331,151
2645,9332,107
2646,9333,152
2647,9334,153
2648,9334,154
2649,9335,155
2650,9335,156
2651,9336,154
2652,9337,23
2653,9338,23
2654,9339,23
2655,9340,23
2656,9341,23
2657,9341,23
2658,9341,23
2659,9342,23
2660,9342,23
2661,9343,23
2662,9343,23
2663,9343,23
2664,9344,23
2665,9345,23
2666,9346,23
2667,9347,23
2668,9348,23
2669,9349,23
2670,9349,23
2671,9350,23
2672,9351,23
2673,9352,23
2674,9353,23
2675,9354,23
2676,9355,23
2677,9356,23
2678,9357,23
2679,9358,23
2680,9359,23
2681,9360,23
2682,9360,157
2683,9362,108
2684,9363,108
2685,9364,23
2686,9365,23
2687,9366,23
2688,9367,158
2689,9368,158
2690,9369,158
2691,9370,158
2692,9371,158
2693,9372,158
2694,9373,158
2695,9374,23
2696,9375,159
2698,9377,159
2700,9378,10
2701,9378,23
2702,9379,23
2703,9380,23
2704,9381,23
2705,9382,160
2706,9383,160
2707,9384,160
2708,9385,160
2709,9386,160
2710,9387,156
2711,9388,161
2712,9389,162
2713,9390,162
2714,9391,162
2715,9392,163
2716,9393,163
2717,9394,23
2718,9395,23
2719,9396,23
2720,9396,23
2721,9397,108
2722,9398,108
2723,9399,113
2724,9400,113
2725,9401,113
2726,9402,113
2727,9403,113
2728,9404,113
2729,9405,23
2730,9405,23
2731,9406,23
2732,9407,164
2735,9410,23
2736,9411,113
2737,9412,113
2738,9413,113
2739,9414,108
2740,9415,108
2741,9416,23
2742,9417,23
2743,9418,23
2744,9419,23
2745,9420,23
2746,9421,23
2749,9423,166
2750,9423,167
2751,9424,168
2752,9425,167
2753,9426,168
2754,9427,169
2755,9428,169
2756,9429,23
2757,9430,23
2758,9431,23
2759,9432,170
2760,9433,171
2761,9434,172
2762,9435,93
2763,9436,173
2764,9437,174
2765,9438,175
2766,9439,93
2767,9440,176
2768,9441,23
2769,9442,23
2770,9443,23
2771,9444,177
2772,9445,178
2773,9446,179
2774,9447,180
2775,9447,23
2776,9448,23
2777,9448,23
2778,9449,108
2779,9450,108
2780,9451,112
2781,9452,112
2782,9453,112
2783,9454,112
2784,9455,181
2785,9456,30
2786,9457,434
2787,9458,182
2788,9459,108
2789,9460,108
2790,9461,23
2791,9462,113
2792,9463,113
2793,9464,113
2794,9465,23
2795,9466,23
2796,9467,23
2797,9468,23
2798,9469,23
2799,9470,23
2800,9471,23
2801,9472,23
